year,class,emirate,nationality,guests,nights
1990,4 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1990,3 star , Ajman and Umm Al-Qiwain,U. A. E,0,0
1990,2 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1990,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1990,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1990,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1990,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1989,5 star,abu dhabi,U. A. E,15858,32022
1989,4 star,abu dhabi,U. A. E,10049,17852
1989,3 star ,abu dhabi,U. A. E,0,0
1989,2 star,abu dhabi,U. A. E,0,0
1989,5 star,dubai,U. A. E,22357,49294
1989,4 star,dubai,U. A. E,6720,10748
1989,3 star ,dubai,U. A. E,7173,12335
1989,2 star,dubai,U. A. E,4152,6780
1989,5 star,sharjah,U. A. E,18556,27502
1989,4 star,sharjah,U. A. E,15067,26879
1989,3 star ,sharjah,U. A. E,0,0
1989,2 star,sharjah,U. A. E,0,0
1989,5 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1989,4 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1989,3 star , Ajman and Umm Al-Qiwain,U. A. E,0,0
1989,2 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1988,5 star,abu dhabi,U. A. E,16284,24660
1988,4 star,abu dhabi,U. A. E,10200,15682
1988,3 star ,abu dhabi,U. A. E,0,0
1988,2 star,abu dhabi,U. A. E,0,0
1988,5 star,dubai,U. A. E,24816,46811
1988,4 star,dubai,U. A. E,8944,16820
1988,3 star ,dubai,U. A. E,4303,6028
1988,2 star,dubai,U. A. E,522,908
1988,5 star,sharjah,U. A. E,17725,31726
1988,4 star,sharjah,U. A. E,15498,28102
1988,3 star ,sharjah,U. A. E,0,0
1988,2 star,sharjah,U. A. E,0,0
1988,5 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1988,4 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1988,3 star , Ajman and Umm Al-Qiwain,U. A. E,0,0
1988,2 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1987,5 star,abu dhabi,U. A. E,11619,19402
1987,4 star,abu dhabi,U. A. E,9478,15268
1987,3 star ,abu dhabi,U. A. E,0,0
1987,2 star,abu dhabi,U. A. E,0,0
1987,5 star,dubai,U. A. E,22739,34189
1987,4 star,dubai,U. A. E,12308,15303
1987,3 star ,dubai,U. A. E,3575,4780
1987,2 star,dubai,U. A. E,175,378
1987,5 star,sharjah,U. A. E,17119,27866
1987,4 star,sharjah,U. A. E,13560,26655
1987,3 star ,sharjah,U. A. E,0,0
1987,2 star,sharjah,U. A. E,0,0
1987,5 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1987,4 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1987,3 star , Ajman and Umm Al-Qiwain,U. A. E,0,0
1987,2 star, Ajman and Umm Al-Qiwain,U. A. E,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1986,5 star,abu dhabi,U. A. E,10166,17795
1986,4 star,abu dhabi,U. A. E,12798,18661
1986,3 star ,abu dhabi,U. A. E,0,0
1986,2 star,abu dhabi,U. A. E,0,0
1986,5 star,dubai,U. A. E,16404,27067
1986,4 star,dubai,U. A. E,8912,12398
1986,3 star ,dubai,U. A. E,2124,3300
1986,2 star,dubai,U. A. E,32,129
1986,5 star,sharjah and Ajman,U. A. E,14470,22659
1986,4 star,sharjah and Ajman,U. A. E,13251,24942
1986,3 star ,sharjah and Ajman,U. A. E,0,0
1986,2 star,sharjah and Ajman,U. A. E,0,0
1986,5 star, Umm Al-Qiwain,U. A. E,0,0
1986,4 star, Umm Al-Qiwain,U. A. E,0,0
1986,3 star , Umm Al-Qiwain,U. A. E,0,0
1986,2 star, Umm Al-Qiwain,U. A. E,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1985,5 star,abu dhabi,U. A. E,8930,15296
1985,4 star,abu dhabi,U. A. E,6125,11234
1985,3 star ,abu dhabi,U. A. E,0,0
1985,2 star,abu dhabi,U. A. E,0,0
1985,5 star,dubai,U. A. E,12938,24648
1985,4 star,dubai,U. A. E,6089,10156
1985,3 star ,dubai,U. A. E,961,1854
1985,2 star,dubai,U. A. E,45,78
1985,5 star,sharjah and Ajman,U. A. E,14842,23855
1985,4 star,sharjah and Ajman,U. A. E,11394,23046
1985,3 star ,sharjah and Ajman,U. A. E,0,0
1985,2 star,sharjah and Ajman,U. A. E,0,0
1985,5 star, Umm Al-Qiwain,U. A. E,0,0
1985,4 star, Umm Al-Qiwain,U. A. E,0,0
1985,3 star , Umm Al-Qiwain,U. A. E,0,0
1985,2 star, Umm Al-Qiwain,U. A. E,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
2005,5 star,abu dhabi,U. A. E,167149,372249
2005,4 star,abu dhabi,U. A. E,116275,238307
2005,3 star ,abu dhabi,U. A. E,24557,30730
2005,2 star,abu dhabi,U. A. E,-,-
2005,5 star,dubai,U. A. E,174688,327334
2005,4 star,dubai,U. A. E,48178,88629
2005,3 star ,dubai,U. A. E,28601,46691
2005,2 star,dubai,U. A. E,13605,18533
2005,5 star,sharjah and Ajman,U. A. E,13658,26252
2005,4 star,sharjah and Ajman,U. A. E,16434,27927
2005,3 star ,sharjah and Ajman,U. A. E,5236,13254
2005,2 star,sharjah and Ajman,U. A. E,13120,16114
2005,5 star, Umm Al-Qiwain,U. A. E,1577,1768
2005,4 star, Umm Al-Qiwain,U. A. E,2970,8203
2005,3 star , Umm Al-Qiwain,U. A. E,-,-
2005,2 star, Umm Al-Qiwain,U. A. E,2083,3232
2005,5 star,  Ras Al Khaima & Fujeira ,U. A. E,48942,79127
2005,4 star,  Ras Al Khaima & Fujeira ,U. A. E,17881,22632
2005,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,14367,26468
2005,2 star,  Ras Al Khaima & Fujeira ,U. A. E,-,-
2004,5 star,abu dhabi,U. A. E,180665,382310
2004,4 star,abu dhabi,U. A. E,99901,208591
2004,3 star ,abu dhabi,U. A. E,15896,21273
2004,2 star,abu dhabi,U. A. E,-,-
2004,5 star,dubai,U. A. E,161746,327309
2004,4 star,dubai,U. A. E,54853,99453
2004,3 star ,dubai,U. A. E,36048,56130
2004,2 star,dubai,U. A. E,13901,18181
2004,5 star,sharjah and Ajman,U. A. E,12164,16425
2004,4 star,sharjah and Ajman,U. A. E,6314,11068
2004,3 star ,sharjah and Ajman,U. A. E,7915,12656
2004,2 star,sharjah and Ajman,U. A. E,10188,12085
2004,5 star, Umm Al-Qiwain,U. A. E,2054,2811
2004,4 star, Umm Al-Qiwain,U. A. E,-,-
2004,3 star , Umm Al-Qiwain,U. A. E,-,-
2004,2 star, Umm Al-Qiwain,U. A. E,1374,2140
2004,5 star,  Ras Al Khaima & Fujeira ,U. A. E,53538,89004
2004,4 star,  Ras Al Khaima & Fujeira ,U. A. E,21664,30044
2004,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,11900,22820
2004,2 star,  Ras Al Khaima & Fujeira ,U. A. E,-,-
2003,5 star,abu dhabi,U. A. E,173999,368923
2003,4 star,abu dhabi,U. A. E,98330,207820
2003,3 star ,abu dhabi,U. A. E,16634,25924
2003,2 star,abu dhabi,U. A. E,0,0
2003,5 star,dubai,U. A. E,206839,394091
2003,4 star,dubai,U. A. E,49718,80755
2003,3 star ,dubai,U. A. E,41108,56257
2003,2 star,dubai,U. A. E,14091,17711
2003,5 star,sharjah and Ajman,U. A. E,39849,68321
2003,4 star,sharjah and Ajman,U. A. E,32493,64503
2003,3 star ,sharjah and Ajman,U. A. E,8012,12775
2003,2 star,sharjah and Ajman,U. A. E,13980,17166
2003,5 star, Umm Al-Qiwain,U. A. E,3215,5728
2003,4 star, Umm Al-Qiwain,U. A. E,2702,9288
2003,3 star , Umm Al-Qiwain,U. A. E,0,0
2003,2 star, Umm Al-Qiwain,U. A. E,605,2840
2003,5 star,  Ras Al Khaima & Fujeira ,U. A. E,59739,97470
2003,4 star,  Ras Al Khaima & Fujeira ,U. A. E,18161,28819
2003,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,13060,23860
2003,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
2002,5 star,abu dhabi,U. A. E,141680,297916
2002,4 star,abu dhabi,U. A. E,100144,194868
2002,3 star ,abu dhabi,U. A. E,11232,17776
2002,2 star,abu dhabi,U. A. E,0,0
2002,5 star,dubai,U. A. E,180256,275352
2002,4 star,dubai,U. A. E,44306,76814
2002,3 star ,dubai,U. A. E,40631,55677
2002,2 star,dubai,U. A. E,15030,17157
2002,5 star,sharjah and Ajman,U. A. E,24971,38137
2002,4 star,sharjah and Ajman,U. A. E,31783,67302
2002,3 star ,sharjah and Ajman,U. A. E,7981,12696
2002,2 star,sharjah and Ajman,U. A. E,13695,15783
2002,5 star, Umm Al-Qiwain,U. A. E,2489,4762
2002,4 star, Umm Al-Qiwain,U. A. E,2662,9328
2002,3 star , Umm Al-Qiwain,U. A. E,0,0
2002,2 star, Umm Al-Qiwain,U. A. E,1382,3697
2002,5 star,  Ras Al Khaima & Fujeira ,U. A. E,25718,39457
2002,4 star,  Ras Al Khaima & Fujeira ,U. A. E,14493,22789
2002,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,10740,22808
2002,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
2001,5 star,abu dhabi,U. A. E,122687,262674
2001,4 star,abu dhabi,U. A. E,118991,210811
2001,3 star ,abu dhabi,U. A. E,10964,13984
2001,2 star,abu dhabi,U. A. E,0,0
2001,5 star,dubai,U. A. E,118084,192078
2001,4 star,dubai,U. A. E,47091,83902
2001,3 star ,dubai,U. A. E,28727,42513
2001,2 star,dubai,U. A. E,13982,17738
2001,5 star,sharjah and Ajman,U. A. E,18444,27293
2001,4 star,sharjah and Ajman,U. A. E,39093,57802
2001,3 star ,sharjah and Ajman,U. A. E,0,0
2001,2 star,sharjah and Ajman,U. A. E,0,0
2001,5 star, Umm Al-Qiwain,U. A. E,0,0
2001,4 star, Umm Al-Qiwain,U. A. E,3986,11940
2001,3 star , Umm Al-Qiwain,U. A. E,0,0
2001,2 star, Umm Al-Qiwain,U. A. E,0,0
2001,5 star,  Ras Al Khaima & Fujeira ,U. A. E,8205,16744
2001,4 star,  Ras Al Khaima & Fujeira ,U. A. E,11954,16554
2001,3 star ,  Ras Al Khaima & Fujeira ,U. A. E,11992,21453
2001,2 star,  Ras Al Khaima & Fujeira ,U. A. E,0,0
2000,5 star,abu dhabi,U. A. E,1116520,266815
2000,4 star,abu dhabi,U. A. E,162063,259597
2000,3 star ,abu dhabi,U. A. E,10980,15897
2000,2 star,abu dhabi,U. A. E,0,0
2000,5 star,dubai,U. A. E,99098,181101
2000,4 star,dubai,U. A. E,37136,62304
2000,3 star ,dubai,U. A. E,32119,49228
2000,2 star,dubai,U. A. E,24604,33613
2000,5 star,sharjah,U. A. E,24622,38705
2000,4 star,sharjah,U. A. E,46377,65548
2000,3 star ,sharjah,U. A. E,0,0
2000,2 star,sharjah,U. A. E,0,0
1999,5 star,abu dhabi,U. A. E,89041,202866
1999,4 star,abu dhabi,U. A. E,54749,142296
1999,3 star ,abu dhabi,U. A. E,13413,18614
1999,2 star,abu dhabi,U. A. E,0,0
1999,5 star,dubai,U. A. E,109805,197672
1999,4 star,dubai,U. A. E,28231,46273
1999,3 star ,dubai,U. A. E,7530,10291
1999,2 star,dubai,U. A. E,19721,27471
1999,5 star,sharjah,U. A. E,24590,35717
1999,4 star,sharjah,U. A. E,37435,58256
1999,3 star ,sharjah,U. A. E,0,0
1999,2 star,sharjah,U. A. E,0,0
1998,5 star,abu dhabi,U. A. E,45599,144218
1998,4 star,abu dhabi,U. A. E,46615,122837
1998,3 star ,abu dhabi,U. A. E,10745,14950
1998,2 star,abu dhabi,U. A. E,0,0
1998,5 star,dubai,U. A. E,103083,169475
1998,4 star,dubai,U. A. E,18446,30509
1998,3 star ,dubai,U. A. E,11317,18364
1998,2 star,dubai,U. A. E,23055,33412
1998,5 star,sharjah,U. A. E,14092,22308
1998,4 star,sharjah,U. A. E,24917,46205
1998,3 star ,sharjah,U. A. E,0,0
1998,2 star,sharjah,U. A. E,0,0
1997,5 star,abu dhabi,U. A. E,25757,818148
1997,4 star,abu dhabi,U. A. E,38827,89836
1997,3 star ,abu dhabi,U. A. E,10459,13673
1997,2 star,abu dhabi,U. A. E,0,0
1997,5 star,dubai,U. A. E,74442,116052
1997,4 star,dubai,U. A. E,18087,25464
1997,3 star ,dubai,U. A. E,18657,27643
1997,2 star,dubai,U. A. E,26288,41951
1997,5 star,sharjah,U. A. E,10901,17862
1997,4 star,sharjah,U. A. E,22741,44441
1997,3 star ,sharjah,U. A. E,0,0
1997,2 star,sharjah,U. A. E,0,0
1996,5 star,abu dhabi,U. A. E,30466,83390
1996,4 star,abu dhabi,U. A. E,35745,76033
1996,3 star ,abu dhabi,U. A. E,10750,13757
1996,2 star,abu dhabi,U. A. E,0,0
1996,5 star,dubai,U. A. E,47526,78663
1996,4 star,dubai,U. A. E,15641,24547
1996,3 star ,dubai,U. A. E,12747,18801
1996,2 star,dubai,U. A. E,26070,37981
1996,5 star,sharjah,U. A. E,12611,18266
1996,4 star,sharjah,U. A. E,15766,29291
1996,3 star ,sharjah,U. A. E,0,0
1996,2 star,sharjah,U. A. E,0,0
1995,5 star,abu dhabi,Other G. C. C,14453,41595
1995,4 star,abu dhabi,Other G. C. C,18899,67887
1995,3 star ,abu dhabi,Other G. C. C,4243,5443
1995,2 star,abu dhabi,Other G. C. C,0,0
1995,5 star,dubai,Other G. C. C,116695,214058
1995,4 star,dubai,Other G. C. C,31796,72930
1995,3 star ,dubai,Other G. C. C,52870,97649
1995,2 star,dubai,Other G. C. C,152080,299720
1995,5 star,sharjah,Other G. C. C,12721,38978
1995,4 star,sharjah,Other G. C. C,12741,30833
1995,3 star ,sharjah,Other G. C. C,0,0
1995,2 star,sharjah,Other G. C. C,0,0
1995,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1995,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1995,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1995,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1995,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1995,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1995,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1995,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1994,5 star,abu dhabi,Other G. C. C,17504,49499
1994,4 star,abu dhabi,Other G. C. C,19277,67931
1994,3 star ,abu dhabi,Other G. C. C,6387,7909
1994,2 star,abu dhabi,Other G. C. C,0,0
1994,5 star,dubai,Other G. C. C,77841,171193
1994,4 star,dubai,Other G. C. C,38428,95524
1994,3 star ,dubai,Other G. C. C,57177,103988
1994,2 star,dubai,Other G. C. C,112758,245117
1994,5 star,sharjah,Other G. C. C,9871,30946
1994,4 star,sharjah,Other G. C. C,16124,52584
1994,3 star ,sharjah,Other G. C. C,0,0
1994,2 star,sharjah,Other G. C. C,0,0
1994,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1994,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1994,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1994,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1994,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1994,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1994,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1994,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1993,5 star,abu dhabi,Other G. C. C,13335,30914
1993,4 star,abu dhabi,Other G. C. C,16105,60210
1993,3 star ,abu dhabi,Other G. C. C,6924,8754
1993,2 star,abu dhabi,Other G. C. C,0,0
1993,5 star,dubai,Other G. C. C,59225,139558
1993,4 star,dubai,Other G. C. C,34989,65553
1993,3 star ,dubai,Other G. C. C,72628,127908
1993,2 star,dubai,Other G. C. C,107304,246765
1993,5 star,sharjah,Other G. C. C,15819,49025
1993,4 star,sharjah,Other G. C. C,21152,66582
1993,3 star ,sharjah,Other G. C. C,0,0
1993,2 star,sharjah,Other G. C. C,0,0
1993,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1993,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1993,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1993,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1993,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1993,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1993,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1993,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1992,5 star,abu dhabi,Other G. C. C,17318,38047
1992,4 star,abu dhabi,Other G. C. C,17618,64826
1992,3 star ,abu dhabi,Other G. C. C,5800,8580
1992,2 star,abu dhabi,Other G. C. C,0,0
1992,5 star,dubai,Other G. C. C,44581,106737
1992,4 star,dubai,Other G. C. C,27783,49410
1992,3 star ,dubai,Other G. C. C,54257,105491
1992,2 star,dubai,Other G. C. C,116431,221617
1992,5 star,sharjah,Other G. C. C,19110,54642
1992,4 star,sharjah,Other G. C. C,18305,65086
1992,3 star ,sharjah,Other G. C. C,0,0
1992,2 star,sharjah,Other G. C. C,0,0
1992,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1992,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1992,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1992,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1992,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1992,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1992,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1992,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1991,5 star,abu dhabi,Other G. C. C,15366,33320
1991,4 star,abu dhabi,Other G. C. C,24256,92454
1991,3 star ,abu dhabi,Other G. C. C,6375,8767
1991,2 star,abu dhabi,Other G. C. C,0,0
1991,5 star,dubai,Other G. C. C,36358,139324
1991,4 star,dubai,Other G. C. C,30327,102637
1991,3 star ,dubai,Other G. C. C,41748,85547
1991,2 star,dubai,Other G. C. C,71581,166660
1991,5 star,sharjah,Other G. C. C,22493,69263
1991,4 star,sharjah,Other G. C. C,27240,137370
1991,3 star ,sharjah,Other G. C. C,0,0
1991,2 star,sharjah,Other G. C. C,0,0
1991,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1991,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1991,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1991,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1991,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1991,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1991,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1991,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1990,5 star,abu dhabi,Other G. C. C,15673,46468
1990,4 star,abu dhabi,Other G. C. C,23007,93149
1990,3 star ,abu dhabi,Other G. C. C,3517,19588
1990,2 star,abu dhabi,Other G. C. C,0,0
1990,5 star,dubai,Other G. C. C,39750,159433
1990,4 star,dubai,Other G. C. C,20924,112276
1990,3 star ,dubai,Other G. C. C,37952,70080
1990,2 star,dubai,Other G. C. C,24222,61154
1990,5 star,sharjah,Other G. C. C,12408,68181
1990,4 star,sharjah,Other G. C. C,14301,68736
1990,3 star ,sharjah,Other G. C. C,0,0
1990,2 star,sharjah,Other G. C. C,0,0
1990,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1990,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1990,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1990,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1990,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1990,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1990,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1990,2 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1989,5 star,abu dhabi,Other G. C. C,15396,31859
1989,4 star,abu dhabi,Other G. C. C,16428,29239
1989,3 star ,abu dhabi,Other G. C. C,0,0
1989,2 star,abu dhabi,Other G. C. C,0,0
1989,5 star,dubai,Other G. C. C,39125,99428
1989,4 star,dubai,Other G. C. C,21843,43786
1989,3 star ,dubai,Other G. C. C,33253,54407
1989,2 star,dubai,Other G. C. C,28626,62894
1989,5 star,sharjah,Other G. C. C,11373,33956
1989,4 star,sharjah,Other G. C. C,11928,37297
1989,3 star ,sharjah,Other G. C. C,0,0
1989,2 star,sharjah,Other G. C. C,0,0
1989,5 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1989,4 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1989,3 star , Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1989,2 star, Ajman and Umm Al-Qiwain,Other G. C. C,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,Other G. C. C,0,0
