year,class,emirate,nationality,guests,nights
1989,3 star ,dubai,Yemen,1615,3733
1989,2 star,dubai,Yemen,3773,12291
1989,5 star,sharjah,Yemen,2617,8528
1989,4 star,sharjah,Yemen,867,3884
1989,3 star ,sharjah,Yemen,0,0
1989,2 star,sharjah,Yemen,0,0
1989,5 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1989,4 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1989,3 star , Ajman and Umm Al-Qiwain,Yemen,0,0
1989,2 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,Yemen,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1988,5 star,abu dhabi,Yemen,1124,1781
1988,4 star,abu dhabi,Yemen,1430,3265
1988,3 star ,abu dhabi,Yemen,0,0
1988,2 star,abu dhabi,Yemen,0,0
1988,5 star,dubai,Yemen,793,1623
1988,4 star,dubai,Yemen,1497,3613
1988,3 star ,dubai,Yemen,1364,2601
1988,2 star,dubai,Yemen,1153,4921
1988,5 star,sharjah,Yemen,1836,5235
1988,4 star,sharjah,Yemen,862,3881
1988,3 star ,sharjah,Yemen,0,0
1988,2 star,sharjah,Yemen,0,0
1988,5 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1988,4 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1988,3 star , Ajman and Umm Al-Qiwain,Yemen,0,0
1988,2 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,Yemen,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1987,5 star,abu dhabi,Yemen,548,1064
1987,4 star,abu dhabi,Yemen,1253,3866
1987,3 star ,abu dhabi,Yemen,0,0
1987,2 star,abu dhabi,Yemen,0,0
1987,5 star,dubai,Yemen,720,1909
1987,4 star,dubai,Yemen,1328,2503
1987,3 star ,dubai,Yemen,1035,1887
1987,2 star,dubai,Yemen,589,3796
1987,5 star,sharjah,Yemen,1662,4609
1987,4 star,sharjah,Yemen,665,2993
1987,3 star ,sharjah,Yemen,0,0
1987,2 star,sharjah,Yemen,0,0
1987,5 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1987,4 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1987,3 star , Ajman and Umm Al-Qiwain,Yemen,0,0
1987,2 star, Ajman and Umm Al-Qiwain,Yemen,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,Yemen,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1986,5 star,abu dhabi,Yemen,315,665
1986,4 star,abu dhabi,Yemen,961,2842
1986,3 star ,abu dhabi,Yemen,0,0
1986,2 star,abu dhabi,Yemen,0,0
1986,5 star,dubai,Yemen,452,1604
1986,4 star,dubai,Yemen,1275,1996
1986,3 star ,dubai,Yemen,894,2177
1986,2 star,dubai,Yemen,270,1992
1986,5 star,sharjah and Ajman,Yemen,1614,4144
1986,4 star,sharjah and Ajman,Yemen,568,2406
1986,3 star ,sharjah and Ajman,Yemen,0,0
1986,2 star,sharjah and Ajman,Yemen,0,0
1986,5 star, Umm Al-Qiwain,Yemen,0,0
1986,4 star, Umm Al-Qiwain,Yemen,0,0
1986,3 star , Umm Al-Qiwain,Yemen,0,0
1986,2 star, Umm Al-Qiwain,Yemen,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,Yemen,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1985,5 star,abu dhabi,Yemen,292,664
1985,4 star,abu dhabi,Yemen,881,2269
1985,3 star ,abu dhabi,Yemen,0,0
1985,2 star,abu dhabi,Yemen,0,0
1985,5 star,dubai,Yemen,526,2003
1985,4 star,dubai,Yemen,591,1126
1985,3 star ,dubai,Yemen,453,1224
1985,2 star,dubai,Yemen,421,3181
1985,5 star,sharjah and Ajman,Yemen,1495,2604
1985,4 star,sharjah and Ajman,Yemen,592,1461
1985,3 star ,sharjah and Ajman,Yemen,0,0
1985,2 star,sharjah and Ajman,Yemen,0,0
1985,5 star, Umm Al-Qiwain,Yemen,0,0
1985,4 star, Umm Al-Qiwain,Yemen,0,0
1985,3 star , Umm Al-Qiwain,Yemen,0,0
1985,2 star, Umm Al-Qiwain,Yemen,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,Yemen,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
2005,5 star,abu dhabi,Yemen,1119,2247
2005,4 star,abu dhabi,Yemen,2797,5080
2005,3 star ,abu dhabi,Yemen,757,1077
2005,2 star,abu dhabi,Yemen,-,-
2005,5 star,dubai,Yemen,5707,12438
2005,4 star,dubai,Yemen,3345,7084
2005,3 star ,dubai,Yemen,6892,14440
2005,2 star,dubai,Yemen,11941,35159
2005,5 star,sharjah and Ajman,Yemen,4741,7830
2005,4 star,sharjah and Ajman,Yemen,345,796
2005,3 star ,sharjah and Ajman,Yemen,394,2744
2005,2 star,sharjah and Ajman,Yemen,131,310
2005,5 star, Umm Al-Qiwain,Yemen,1,2
2005,4 star, Umm Al-Qiwain,Yemen,45,132
2005,3 star , Umm Al-Qiwain,Yemen,-,-
2005,2 star, Umm Al-Qiwain,Yemen,1080,1526
2005,5 star,  Ras Al Khaima & Fujeira ,Yemen,20,37
2005,4 star,  Ras Al Khaima & Fujeira ,Yemen,114,234
2005,3 star ,  Ras Al Khaima & Fujeira ,Yemen,96,171
2005,2 star,  Ras Al Khaima & Fujeira ,Yemen,-,-
2004,5 star,abu dhabi,Yemen,716,1577
2004,4 star,abu dhabi,Yemen,3023,6103
2004,3 star ,abu dhabi,Yemen,507,937
2004,2 star,abu dhabi,Yemen,-,-
2004,5 star,dubai,Yemen,5203,12145
2004,4 star,dubai,Yemen,2707,5667
2004,3 star ,dubai,Yemen,7348,16639
2004,2 star,dubai,Yemen,10475,29999
2004,5 star,sharjah and Ajman,Yemen,249,501
2004,4 star,sharjah and Ajman,Yemen,204,423
2004,3 star ,sharjah and Ajman,Yemen,310,846
2004,2 star,sharjah and Ajman,Yemen,39,74
2004,5 star, Umm Al-Qiwain,Yemen,7,29
2004,4 star, Umm Al-Qiwain,Yemen,-,-
2004,3 star , Umm Al-Qiwain,Yemen,-,-
2004,2 star, Umm Al-Qiwain,Yemen,95,352
2004,5 star,  Ras Al Khaima & Fujeira ,Yemen,34,60
2004,4 star,  Ras Al Khaima & Fujeira ,Yemen,130,276
2004,3 star ,  Ras Al Khaima & Fujeira ,Yemen,42,149
2004,2 star,  Ras Al Khaima & Fujeira ,Yemen,-,-
2003,5 star,abu dhabi,Yemen,644,1271
2003,4 star,abu dhabi,Yemen,2938,5821
2003,3 star ,abu dhabi,Yemen,289,561
2003,2 star,abu dhabi,Yemen,0,0
2003,5 star,dubai,Yemen,5709,12305
2003,4 star,dubai,Yemen,3743,7055
2003,3 star ,dubai,Yemen,8342,16028
2003,2 star,dubai,Yemen,9597,24972
2003,5 star,sharjah and Ajman,Yemen,3713,6679
2003,4 star,sharjah and Ajman,Yemen,770,2546
2003,3 star ,sharjah and Ajman,Yemen,822,1332
2003,2 star,sharjah and Ajman,Yemen,57,279
2003,5 star, Umm Al-Qiwain,Yemen,0,0
2003,4 star, Umm Al-Qiwain,Yemen,18,89
2003,3 star , Umm Al-Qiwain,Yemen,0,0
2003,2 star, Umm Al-Qiwain,Yemen,121,422
2003,5 star,  Ras Al Khaima & Fujeira ,Yemen,16,23
2003,4 star,  Ras Al Khaima & Fujeira ,Yemen,31,84
2003,3 star ,  Ras Al Khaima & Fujeira ,Yemen,102,132
2003,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
2002,5 star,abu dhabi,Yemen,732,1712
2002,4 star,abu dhabi,Yemen,3303,6047
2002,3 star ,abu dhabi,Yemen,214,442
2002,2 star,abu dhabi,Yemen,0,0
2002,5 star,dubai,Yemen,5783,12330
2002,4 star,dubai,Yemen,4302,8002
2002,3 star ,dubai,Yemen,13677,29408
2002,2 star,dubai,Yemen,13598,31860
2002,5 star,sharjah and Ajman,Yemen,3223,5096
2002,4 star,sharjah and Ajman,Yemen,1361,2461
2002,3 star ,sharjah and Ajman,Yemen,688,1185
2002,2 star,sharjah and Ajman,Yemen,120,223
2002,5 star, Umm Al-Qiwain,Yemen,0,0
2002,4 star, Umm Al-Qiwain,Yemen,76,143
2002,3 star , Umm Al-Qiwain,Yemen,0,0
2002,2 star, Umm Al-Qiwain,Yemen,139,658
2002,5 star,  Ras Al Khaima & Fujeira ,Yemen,25,46
2002,4 star,  Ras Al Khaima & Fujeira ,Yemen,54,119
2002,3 star ,  Ras Al Khaima & Fujeira ,Yemen,88,127
2002,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
2001,5 star,abu dhabi,Yemen,444,1212
2001,4 star,abu dhabi,Yemen,3188,6305
2001,3 star ,abu dhabi,Yemen,231,630
2001,2 star,abu dhabi,Yemen,0,0
2001,5 star,dubai,Yemen,3304,6939
2001,4 star,dubai,Yemen,6242,11766
2001,3 star ,dubai,Yemen,7644,15121
2001,2 star,dubai,Yemen,14938,39440
2001,5 star,sharjah and Ajman,Yemen,1469,2847
2001,4 star,sharjah and Ajman,Yemen,1663,4740
2001,3 star ,sharjah and Ajman,Yemen,0,0
2001,2 star,sharjah and Ajman,Yemen,0,0
2001,5 star, Umm Al-Qiwain,Yemen,0,0
2001,4 star, Umm Al-Qiwain,Yemen,148,779
2001,3 star , Umm Al-Qiwain,Yemen,0,0
2001,2 star, Umm Al-Qiwain,Yemen,0,0
2001,5 star,  Ras Al Khaima & Fujeira ,Yemen,49,64
2001,4 star,  Ras Al Khaima & Fujeira ,Yemen,85,233
2001,3 star ,  Ras Al Khaima & Fujeira ,Yemen,69,271
2001,2 star,  Ras Al Khaima & Fujeira ,Yemen,0,0
2000,5 star,abu dhabi,Yemen,394,1241
2000,4 star,abu dhabi,Yemen,2568,6173
2000,3 star ,abu dhabi,Yemen,289,481
2000,2 star,abu dhabi,Yemen,0,0
2000,5 star,dubai,Yemen,2321,5530
2000,4 star,dubai,Yemen,3780,7787
2000,3 star ,dubai,Yemen,6665,14203
2000,2 star,dubai,Yemen,13930,33504
2000,5 star,sharjah,Yemen,1937,3859
2000,4 star,sharjah,Yemen,1169,3241
2000,3 star ,sharjah,Yemen,0,0
2000,2 star,sharjah,Yemen,0,0
1999,5 star,abu dhabi,Yemen,462,1025
1999,4 star,abu dhabi,Yemen,2026,6200
1999,3 star ,abu dhabi,Yemen,215,274
1999,2 star,abu dhabi,Yemen,0,0
1999,5 star,dubai,Yemen,3699,7780
1999,4 star,dubai,Yemen,5084,10422
1999,3 star ,dubai,Yemen,3333,7598
1999,2 star,dubai,Yemen,9073,22955
1999,5 star,sharjah,Yemen,2245,3354
1999,4 star,sharjah,Yemen,777,2324
1999,3 star ,sharjah,Yemen,0,0
1999,2 star,sharjah,Yemen,0,0
1998,5 star,abu dhabi,Yemen,318,963
1998,4 star,abu dhabi,Yemen,1925,5485
1998,3 star ,abu dhabi,Yemen,114,179
1998,2 star,abu dhabi,Yemen,0,0
1998,5 star,dubai,Yemen,2933,6805
1998,4 star,dubai,Yemen,2515,6852
1998,3 star ,dubai,Yemen,1868,3538
1998,2 star,dubai,Yemen,8471,27053
1998,5 star,sharjah,Yemen,1774,2760
1998,4 star,sharjah,Yemen,697,1849
1998,3 star ,sharjah,Yemen,0,0
1998,2 star,sharjah,Yemen,0,0
1997,5 star,abu dhabi,Yemen,400,1090
1997,4 star,abu dhabi,Yemen,1524,5415
1997,3 star ,abu dhabi,Yemen,70,125
1997,2 star,abu dhabi,Yemen,0,0
1997,5 star,dubai,Yemen,1589,3266
1997,4 star,dubai,Yemen,2078,4129
1997,3 star ,dubai,Yemen,1355,3256
1997,2 star,dubai,Yemen,6424,23792
1997,5 star,sharjah,Yemen,2049,3643
1997,4 star,sharjah,Yemen,536,1632
1997,3 star ,sharjah,Yemen,0,0
1997,2 star,sharjah,Yemen,0,0
1996,5 star,abu dhabi,Yemen,757,1547
1996,4 star,abu dhabi,Yemen,1303,5139
1996,3 star ,abu dhabi,Yemen,101,121
1996,2 star,abu dhabi,Yemen,0,0
1996,5 star,dubai,Yemen,1212,2755
1996,4 star,dubai,Yemen,669,1757
1996,3 star ,dubai,Yemen,859,1781
1996,2 star,dubai,Yemen,4993,15002
1996,5 star,sharjah,Yemen,2997,5058
1996,4 star,sharjah,Yemen,369,1595
1996,3 star ,sharjah,Yemen,0,0
1996,2 star,sharjah,Yemen,0,0
1995,5 star,abu dhabi,Jordan,2662,6329
1995,4 star,abu dhabi,Jordan,3370,13544
1995,3 star ,abu dhabi,Jordan,196,338
1995,2 star,abu dhabi,Jordan,0,0
1995,5 star,dubai,Jordan,1999,4876
1995,4 star,dubai,Jordan,860,1993
1995,3 star ,dubai,Jordan,893,1638
1995,2 star,dubai,Jordan,1707,3579
1995,5 star,sharjah,Jordan,1788,4233
1995,4 star,sharjah,Jordan,4368,8910
1995,3 star ,sharjah,Jordan,0,0
1995,2 star,sharjah,Jordan,0,0
1995,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1995,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1995,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1995,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1995,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1995,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1995,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1995,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1994,5 star,abu dhabi,Jordan,2399,5416
1994,4 star,abu dhabi,Jordan,2520,11012
1994,3 star ,abu dhabi,Jordan,267,636
1994,2 star,abu dhabi,Jordan,0,0
1994,5 star,dubai,Jordan,1382,3532
1994,4 star,dubai,Jordan,1342,3405
1994,3 star ,dubai,Jordan,608,1357
1994,2 star,dubai,Jordan,1365,2525
1994,5 star,sharjah,Jordan,4577,9100
1994,4 star,sharjah,Jordan,958,5411
1994,3 star ,sharjah,Jordan,0,0
1994,2 star,sharjah,Jordan,0,0
1994,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1994,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1994,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1994,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1994,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1994,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1994,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1994,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1993,5 star,abu dhabi,Jordan,1166,3491
1993,4 star,abu dhabi,Jordan,1918,7181
1993,3 star ,abu dhabi,Jordan,408,1577
1993,2 star,abu dhabi,Jordan,0,0
1993,5 star,dubai,Jordan,1000,2250
1993,4 star,dubai,Jordan,644,1574
1993,3 star ,dubai,Jordan,280,537
1993,2 star,dubai,Jordan,742,1251
1993,5 star,sharjah,Jordan,4309,7820
1993,4 star,sharjah,Jordan,983,4159
1993,3 star ,sharjah,Jordan,0,0
1993,2 star,sharjah,Jordan,0,0
1993,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1993,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1993,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1993,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1993,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1993,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1993,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1993,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1992,5 star,abu dhabi,Jordan,1911,3608
1992,4 star,abu dhabi,Jordan,2116,10009
1992,3 star ,abu dhabi,Jordan,384,698
1992,2 star,abu dhabi,Jordan,0,0
1992,5 star,dubai,Jordan,2481,4345
1992,4 star,dubai,Jordan,695,1373
1992,3 star ,dubai,Jordan,275,683
1992,2 star,dubai,Jordan,1339,2166
1992,5 star,sharjah,Jordan,4363,7853
1992,4 star,sharjah,Jordan,876,3255
1992,3 star ,sharjah,Jordan,0,0
1992,2 star,sharjah,Jordan,0,0
1992,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1992,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1992,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1992,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1992,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1992,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1992,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1992,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1991,5 star,abu dhabi,Jordan,2505,4373
1991,4 star,abu dhabi,Jordan,2041,10394
1991,3 star ,abu dhabi,Jordan,365,521
1991,2 star,abu dhabi,Jordan,0,0
1991,5 star,dubai,Jordan,4111,5668
1991,4 star,dubai,Jordan,559,1310
1991,3 star ,dubai,Jordan,337,744
1991,2 star,dubai,Jordan,677,1084
1991,5 star,sharjah,Jordan,1787,4256
1991,4 star,sharjah,Jordan,823,3236
1991,3 star ,sharjah,Jordan,0,0
1991,2 star,sharjah,Jordan,0,0
1991,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1991,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1991,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1991,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1991,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1991,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1991,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1991,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1990,5 star,abu dhabi,Jordan,3801,8463
1990,4 star,abu dhabi,Jordan,2808,17296
1990,3 star ,abu dhabi,Jordan,458,815
1990,2 star,abu dhabi,Jordan,0,0
1990,5 star,dubai,Jordan,6142,10050
1990,4 star,dubai,Jordan,1273,3764
1990,3 star ,dubai,Jordan,557,1170
1990,2 star,dubai,Jordan,511,1642
1990,5 star,sharjah,Jordan,1689,4828
1990,4 star,sharjah,Jordan,1234,7103
1990,3 star ,sharjah,Jordan,0,0
1990,2 star,sharjah,Jordan,0,0
1990,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1990,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1990,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1990,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1990,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1990,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1990,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1990,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1989,5 star,abu dhabi,Jordan,4682,10883
1989,4 star,abu dhabi,Jordan,2419,9662
1989,3 star ,abu dhabi,Jordan,0,0
1989,2 star,abu dhabi,Jordan,0,0
1989,5 star,dubai,Jordan,6189,12172
1989,4 star,dubai,Jordan,1472,4554
1989,3 star ,dubai,Jordan,416,1741
1989,2 star,dubai,Jordan,459,1328
1989,5 star,sharjah,Jordan,1916,5635
1989,4 star,sharjah,Jordan,1363,10488
1989,3 star ,sharjah,Jordan,0,0
1989,2 star,sharjah,Jordan,0,0
1989,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1989,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1989,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1989,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1988,5 star,abu dhabi,Jordan,4835,9717
1988,4 star,abu dhabi,Jordan,2127,7766
1988,3 star ,abu dhabi,Jordan,0,0
1988,2 star,abu dhabi,Jordan,0,0
1988,5 star,dubai,Jordan,8727,14584
1988,4 star,dubai,Jordan,1576,4745
1988,3 star ,dubai,Jordan,297,510
1988,2 star,dubai,Jordan,182,348
1988,5 star,sharjah,Jordan,2639,6324
1988,4 star,sharjah,Jordan,1799,15266
1988,3 star ,sharjah,Jordan,0,0
1988,2 star,sharjah,Jordan,0,0
1988,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1988,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1988,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1988,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1987,5 star,abu dhabi,Jordan,4161,8682
1987,4 star,abu dhabi,Jordan,2301,7546
1987,3 star ,abu dhabi,Jordan,0,0
1987,2 star,abu dhabi,Jordan,0,0
1987,5 star,dubai,Jordan,7632,14823
1987,4 star,dubai,Jordan,1697,3962
1987,3 star ,dubai,Jordan,295,452
1987,2 star,dubai,Jordan,49,65
1987,5 star,sharjah,Jordan,2051,4555
1987,4 star,sharjah,Jordan,1271,13472
1987,3 star ,sharjah,Jordan,0,0
1987,2 star,sharjah,Jordan,0,0
1987,5 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1987,4 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1987,3 star , Ajman and Umm Al-Qiwain,Jordan,0,0
1987,2 star, Ajman and Umm Al-Qiwain,Jordan,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1986,5 star,abu dhabi,Jordan,4728,7435
1986,4 star,abu dhabi,Jordan,2347,8414
1986,3 star ,abu dhabi,Jordan,0,0
1986,2 star,abu dhabi,Jordan,0,0
1986,5 star,dubai,Jordan,4666,13539
1986,4 star,dubai,Jordan,1290,3138
1986,3 star ,dubai,Jordan,103,498
1986,2 star,dubai,Jordan,60,175
1986,5 star,sharjah and Ajman,Jordan,1583,4111
1986,4 star,sharjah and Ajman,Jordan,1183,12101
1986,3 star ,sharjah and Ajman,Jordan,0,0
1986,2 star,sharjah and Ajman,Jordan,0,0
1986,5 star, Umm Al-Qiwain,Jordan,0,0
1986,4 star, Umm Al-Qiwain,Jordan,0,0
1986,3 star , Umm Al-Qiwain,Jordan,0,0
1986,2 star, Umm Al-Qiwain,Jordan,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1985,5 star,abu dhabi,Jordan,3303,6710
1985,4 star,abu dhabi,Jordan,2442,7073
1985,3 star ,abu dhabi,Jordan,0,0
1985,2 star,abu dhabi,Jordan,0,0
1985,5 star,dubai,Jordan,7304,14841
1985,4 star,dubai,Jordan,1146,3749
1985,3 star ,dubai,Jordan,149,598
1985,2 star,dubai,Jordan,33,198
1985,5 star,sharjah and Ajman,Jordan,1598,3779
1985,4 star,sharjah and Ajman,Jordan,1280,10810
1985,3 star ,sharjah and Ajman,Jordan,0,0
1985,2 star,sharjah and Ajman,Jordan,0,0
1985,5 star, Umm Al-Qiwain,Jordan,0,0
1985,4 star, Umm Al-Qiwain,Jordan,0,0
1985,3 star , Umm Al-Qiwain,Jordan,0,0
1985,2 star, Umm Al-Qiwain,Jordan,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,Jordan,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
2005,5 star,abu dhabi,Jordan,8405,17164
2005,4 star,abu dhabi,Jordan,10606,27020
2005,3 star ,abu dhabi,Jordan,1073,1750
2005,2 star,abu dhabi,Jordan,-,-
2005,5 star,dubai,Jordan,22034,45005
2005,4 star,dubai,Jordan,12526,27661
2005,3 star ,dubai,Jordan,15881,36384
2005,2 star,dubai,Jordan,4758,12173
2005,5 star,sharjah and Ajman,Jordan,3043,6736
2005,4 star,sharjah and Ajman,Jordan,1974,5574
2005,3 star ,sharjah and Ajman,Jordan,1221,7365
2005,2 star,sharjah and Ajman,Jordan,261,443
2005,5 star, Umm Al-Qiwain,Jordan,222,241
2005,4 star, Umm Al-Qiwain,Jordan,121,497
2005,3 star , Umm Al-Qiwain,Jordan,-,-
2005,2 star, Umm Al-Qiwain,Jordan,1281,4578
2005,5 star,  Ras Al Khaima & Fujeira ,Jordan,146,498
2005,4 star,  Ras Al Khaima & Fujeira ,Jordan,1166,3046
2005,3 star ,  Ras Al Khaima & Fujeira ,Jordan,259,575
2005,2 star,  Ras Al Khaima & Fujeira ,Jordan,-,-
2004,5 star,abu dhabi,Jordan,7744,15806
2004,4 star,abu dhabi,Jordan,9276,27654
2004,3 star ,abu dhabi,Jordan,486,1088
2004,2 star,abu dhabi,Jordan,-,-
2004,5 star,dubai,Jordan,20599,44221
2004,4 star,dubai,Jordan,10943,26848
2004,3 star ,dubai,Jordan,17408,36696
2004,2 star,dubai,Jordan,3955,9490
2004,5 star,sharjah and Ajman,Jordan,1691,3236
2004,4 star,sharjah and Ajman,Jordan,1577,4221
2004,3 star ,sharjah and Ajman,Jordan,1039,4076
2004,2 star,sharjah and Ajman,Jordan,216,367
2004,5 star, Umm Al-Qiwain,Jordan,162,286
2004,4 star, Umm Al-Qiwain,Jordan,-,-
2004,3 star , Umm Al-Qiwain,Jordan,-,-
2004,2 star, Umm Al-Qiwain,Jordan,313,2395
2004,5 star,  Ras Al Khaima & Fujeira ,Jordan,204,430
2004,4 star,  Ras Al Khaima & Fujeira ,Jordan,721,2415
2004,3 star ,  Ras Al Khaima & Fujeira ,Jordan,183,453
2004,2 star,  Ras Al Khaima & Fujeira ,Jordan,-,-
2003,5 star,abu dhabi,Jordan,6146,11986
2003,4 star,abu dhabi,Jordan,8182,25759
2003,3 star ,abu dhabi,Jordan,293,552
2003,2 star,abu dhabi,Jordan,0,0
2003,5 star,dubai,Jordan,19273,42287
2003,4 star,dubai,Jordan,11193,22958
2003,3 star ,dubai,Jordan,15013,32725
2003,2 star,dubai,Jordan,3723,7702
2003,5 star,sharjah and Ajman,Jordan,5701,11195
2003,4 star,sharjah and Ajman,Jordan,3879,10445
2003,3 star ,sharjah and Ajman,Jordan,1139,3127
2003,2 star,sharjah and Ajman,Jordan,282,873
