year,class,emirate,nationality,guests,nights
1989,3 star ,  Ras Al Khaima & Fujeira ,Palestine,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1988,5 star,abu dhabi,Palestine,924,2268
1988,4 star,abu dhabi,Palestine,1053,4346
1988,3 star ,abu dhabi,Palestine,0,0
1988,2 star,abu dhabi,Palestine,0,0
1988,5 star,dubai,Palestine,1122,2107
1988,4 star,dubai,Palestine,315,1091
1988,3 star ,dubai,Palestine,85,162
1988,2 star,dubai,Palestine,61,109
1988,5 star,sharjah and ajman,Palestine,1310,3456
1988,4 star,sharjah and ajman,Palestine,1148,11811
1988,3 star ,sharjah and ajman,Palestine,0,0
1988,2 star,sharjah and ajman,Palestine,0,0
1988,5 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1988,4 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1988,3 star , Ajman and Umm Al-Qiwain,Palestine,0,0
1988,2 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,Palestine,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1987,5 star,abu dhabi,Palestine,679,1386
1987,4 star,abu dhabi,Palestine,1225,4878
1987,3 star ,abu dhabi,Palestine,0,0
1987,2 star,abu dhabi,Palestine,0,0
1987,5 star,dubai,Palestine,1181,3043
1987,4 star,dubai,Palestine,261,750
1987,3 star ,dubai,Palestine,74,143
1987,2 star,dubai,Palestine,11,29
1987,5 star,sharjah and ajman,Palestine,1142,2862
1987,4 star,sharjah and ajman,Palestine,869,6430
1987,3 star ,sharjah and ajman,Palestine,0,0
1987,2 star,sharjah and ajman,Palestine,0,0
1987,5 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1987,4 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1987,3 star , Ajman and Umm Al-Qiwain,Palestine,0,0
1987,2 star, Ajman and Umm Al-Qiwain,Palestine,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,Palestine,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1986,5 star,abu dhabi,Palestine,648,1120
1986,4 star,abu dhabi,Palestine,1258,4851
1986,3 star ,abu dhabi,Palestine,0,0
1986,2 star,abu dhabi,Palestine,0,0
1986,5 star,dubai,Palestine,1218,2985
1986,4 star,dubai,Palestine,302,1157
1986,3 star ,dubai,Palestine,70,190
1986,2 star,dubai,Palestine,43,75
1986,5 star,sharjah and ajman,Palestine,1094,3706
1986,4 star,sharjah and ajman,Palestine,733,5616
1986,3 star ,sharjah and ajman,Palestine,0,0
1986,2 star,sharjah and ajman,Palestine,0,0
1986,5 star, Umm Al-Qiwain,Palestine,0,0
1986,4 star, Umm Al-Qiwain,Palestine,0,0
1986,3 star , Umm Al-Qiwain,Palestine,0,0
1986,2 star, Umm Al-Qiwain,Palestine,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,Palestine,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1985,5 star,abu dhabi,Palestine,681,1391
1985,4 star,abu dhabi,Palestine,938,4249
1985,3 star ,abu dhabi,Palestine,0,0
1985,2 star,abu dhabi,Palestine,0,0
1985,5 star,dubai,Palestine,1681,3443
1985,4 star,dubai,Palestine,255,1349
1985,3 star ,dubai,Palestine,71,166
1985,2 star,dubai,Palestine,7,17
1985,5 star,sharjah and ajman,Palestine,1093,2851
1985,4 star,sharjah and ajman,Palestine,755,4290
1985,3 star ,sharjah and ajman,Palestine,0,0
1985,2 star,sharjah and ajman,Palestine,0,0
1985,5 star, Umm Al-Qiwain,Palestine,0,0
1985,4 star, Umm Al-Qiwain,Palestine,0,0
1985,3 star , Umm Al-Qiwain,Palestine,0,0
1985,2 star, Umm Al-Qiwain,Palestine,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,Palestine,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2005,5 star,abu dhabi,Palestine,1368,2634
2005,4 star,abu dhabi,Palestine,3891,7862
2005,3 star ,abu dhabi,Palestine,626,823
2005,2 star,abu dhabi,Palestine,0,0
2005,5 star,dubai,Palestine,670,1498
2005,4 star,dubai,Palestine,1162,3292
2005,3 star ,dubai,Palestine,2066,3915
2005,2 star,dubai,Palestine,1606,4296
2005,5 star,sharjah and ajman,Palestine,1050,2920
2005,4 star,sharjah and ajman,Palestine,865,1803
2005,3 star ,sharjah and ajman,Palestine,283,1327
2005,2 star,sharjah and ajman,Palestine,212,354
2005,5 star, Umm Al-Qiwain,Palestine,1,4
2005,4 star, Umm Al-Qiwain,Palestine,13,14
2005,3 star , Umm Al-Qiwain,Palestine,0,0
2005,2 star, Umm Al-Qiwain,Palestine,479,958
2005,5 star,  Ras Al Khaima & Fujeira ,Palestine,70,126
2005,4 star,  Ras Al Khaima & Fujeira ,Palestine,259,496
2005,3 star ,  Ras Al Khaima & Fujeira ,Palestine,98,185
2005,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2004,5 star,abu dhabi,Palestine,1184,2454
2004,4 star,abu dhabi,Palestine,3427,8909
2004,3 star ,abu dhabi,Palestine,380,646
2004,2 star,abu dhabi,Palestine,0,0
2004,5 star,dubai,Palestine,452,1197
2004,4 star,dubai,Palestine,985,3053
2004,3 star ,dubai,Palestine,2564,4093
2004,2 star,dubai,Palestine,1132,2464
2004,5 star,sharjah and ajman,Palestine,1113,2099
2004,4 star,sharjah and ajman,Palestine,698,1393
2004,3 star ,sharjah and ajman,Palestine,268,444
2004,2 star,sharjah and ajman,Palestine,122,282
2004,5 star, Umm Al-Qiwain,Palestine,41,107
2004,4 star, Umm Al-Qiwain,Palestine,0,0
2004,3 star , Umm Al-Qiwain,Palestine,0,0
2004,2 star, Umm Al-Qiwain,Palestine,306,694
2004,5 star,  Ras Al Khaima & Fujeira ,Palestine,75,127
2004,4 star,  Ras Al Khaima & Fujeira ,Palestine,223,366
2004,3 star ,  Ras Al Khaima & Fujeira ,Palestine,53,138
2004,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2003,5 star,abu dhabi,Palestine,1145,2102
2003,4 star,abu dhabi,Palestine,3005,7099
2003,3 star ,abu dhabi,Palestine,247,538
2003,2 star,abu dhabi,Palestine,0,0
2003,5 star,dubai,Palestine,727,1297
2003,4 star,dubai,Palestine,1250,3379
2003,3 star ,dubai,Palestine,2597,4210
2003,2 star,dubai,Palestine,1635,3509
2003,5 star,sharjah and ajman,Palestine,1393,2916
2003,4 star,sharjah and ajman,Palestine,1210,2450
2003,3 star ,sharjah and ajman,Palestine,295,609
2003,2 star,sharjah and ajman,Palestine,137,262
2003,5 star, Umm Al-Qiwain,Palestine,0,0
2003,4 star, Umm Al-Qiwain,Palestine,32,81
2003,3 star , Umm Al-Qiwain,Palestine,0,0
2003,2 star, Umm Al-Qiwain,Palestine,26,433
2003,5 star,  Ras Al Khaima & Fujeira ,Palestine,45,70
2003,4 star,  Ras Al Khaima & Fujeira ,Palestine,150,294
2003,3 star ,  Ras Al Khaima & Fujeira ,Palestine,52,97
2003,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2002,5 star,abu dhabi,Palestine,828,1506
2002,4 star,abu dhabi,Palestine,3064,6738
2002,3 star ,abu dhabi,Palestine,289,483
2002,2 star,abu dhabi,Palestine,0,0
2002,5 star,dubai,Palestine,848,1834
2002,4 star,dubai,Palestine,1402,2784
2002,3 star ,dubai,Palestine,2824,4326
2002,2 star,dubai,Palestine,2119,5164
2002,5 star,sharjah and ajman,Palestine,1504,2802
2002,4 star,sharjah and ajman,Palestine,1309,2667
2002,3 star ,sharjah and ajman,Palestine,214,392
2002,2 star,sharjah and ajman,Palestine,128,190
2002,5 star, Umm Al-Qiwain,Palestine,0,0
2002,4 star, Umm Al-Qiwain,Palestine,21,72
2002,3 star , Umm Al-Qiwain,Palestine,0,0
2002,2 star, Umm Al-Qiwain,Palestine,57,218
2002,5 star,  Ras Al Khaima & Fujeira ,Palestine,57,117
2002,4 star,  Ras Al Khaima & Fujeira ,Palestine,253,379
2002,3 star ,  Ras Al Khaima & Fujeira ,Palestine,125,256
2002,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2001,5 star,abu dhabi,Palestine,801,2076
2001,4 star,abu dhabi,Palestine,2280,5930
2001,3 star ,abu dhabi,Palestine,206,367
2001,2 star,abu dhabi,Palestine,0,0
2001,5 star,dubai,Palestine,757,1708
2001,4 star,dubai,Palestine,1275,2432
2001,3 star ,dubai,Palestine,1416,2596
2001,2 star,dubai,Palestine,2262,5269
2001,5 star,sharjah and ajman,Palestine,1066,1908
2001,4 star,sharjah and ajman,Palestine,1255,2518
2001,3 star ,sharjah and ajman,Palestine,0,0
2001,2 star,sharjah and ajman,Palestine,0,0
2001,5 star, Umm Al-Qiwain,Palestine,0,0
2001,4 star, Umm Al-Qiwain,Palestine,59,406
2001,3 star , Umm Al-Qiwain,Palestine,0,0
2001,2 star, Umm Al-Qiwain,Palestine,0,0
2001,5 star,  Ras Al Khaima & Fujeira ,Palestine,63,116
2001,4 star,  Ras Al Khaima & Fujeira ,Palestine,149,465
2001,3 star ,  Ras Al Khaima & Fujeira ,Palestine,170,452
2001,2 star,  Ras Al Khaima & Fujeira ,Palestine,0,0
2000,5 star,abu dhabi,Palestine,246,1378
2000,4 star,abu dhabi,Palestine,2060,5952
2000,3 star ,abu dhabi,Palestine,247,373
2000,2 star,abu dhabi,Palestine,0,0
2000,5 star,dubai,Palestine,586,1196
2000,4 star,dubai,Palestine,880,1533
2000,3 star ,dubai,Palestine,1415,2803
2000,2 star,dubai,Palestine,2397,4725
2000,5 star,sharjah and ajman,Palestine,1268,2021
2000,4 star,sharjah and ajman,Palestine,135,4776
2000,3 star ,sharjah and ajman,Palestine,0,0
2000,2 star,sharjah and ajman,Palestine,0,0
1999,5 star,abu dhabi,Palestine,383,857
1999,4 star,abu dhabi,Palestine,1950,5545
1999,3 star ,abu dhabi,Palestine,341,613
1999,2 star,abu dhabi,Palestine,0,0
1999,5 star,dubai,Palestine,986,1837
1999,4 star,dubai,Palestine,1120,2078
1999,3 star ,dubai,Palestine,650,1339
1999,2 star,dubai,Palestine,2902,4606
1999,5 star,sharjah and ajman,Palestine,1104,2178
1999,4 star,sharjah and ajman,Palestine,779,4159
1999,3 star ,sharjah and ajman,Palestine,0,0
1999,2 star,sharjah and ajman,Palestine,0,0
1998,5 star,abu dhabi,Palestine,260,861
1998,4 star,abu dhabi,Palestine,1613,6870
1998,3 star ,abu dhabi,Palestine,223,507
1998,2 star,abu dhabi,Palestine,0,0
1998,5 star,dubai,Palestine,979,2115
1998,4 star,dubai,Palestine,719,1357
1998,3 star ,dubai,Palestine,831,1376
1998,2 star,dubai,Palestine,1470,2680
1998,5 star,sharjah and ajman,Palestine,543,1038
1998,4 star,sharjah and ajman,Palestine,621,2259
1998,3 star ,sharjah and ajman,Palestine,0,0
1998,2 star,sharjah and ajman,Palestine,0,0
1997,5 star,abu dhabi,Palestine,312,724
1997,4 star,abu dhabi,Palestine,1685,5857
1997,3 star ,abu dhabi,Palestine,267,526
1997,2 star,abu dhabi,Palestine,0,0
1997,5 star,dubai,Palestine,596,915
1997,4 star,dubai,Palestine,621,1604
1997,3 star ,dubai,Palestine,556,824
1997,2 star,dubai,Palestine,1731,2853
1997,5 star,sharjah and ajman,Palestine,518,1137
1997,4 star,sharjah and ajman,Palestine,632,2663
1997,3 star ,sharjah and ajman,Palestine,0,0
1997,2 star,sharjah and ajman,Palestine,0,0
1996,5 star,abu dhabi,Palestine,609,1127
1996,4 star,abu dhabi,Palestine,1654,6243
1996,3 star ,abu dhabi,Palestine,242,438
1996,2 star,abu dhabi,Palestine,0,0
1996,5 star,dubai,Palestine,646,1109
1996,4 star,dubai,Palestine,393,774
1996,3 star ,dubai,Palestine,475,906
1996,2 star,dubai,Palestine,1399,2025
1996,5 star,sharjah and ajman,Palestine,670,2365
1996,4 star,sharjah and ajman,Palestine,471,2550
1996,3 star ,sharjah and ajman,Palestine,0,0
1996,2 star,sharjah and ajman,Palestine,0,0
1995,5 star,abu dhabi,Egypt,7927,18164
1995,4 star,abu dhabi,Egypt,8632,38465
1995,3 star ,abu dhabi,Egypt,1182,3039
1995,2 star,abu dhabi,Egypt,0,0
1995,5 star,dubai,Egypt,7732,19261
1995,4 star,dubai,Egypt,3103,8186
1995,3 star ,dubai,Egypt,2532,4792
1995,2 star,dubai,Egypt,5223,10980
1995,5 star,sharjah and ajman,Egypt,5706,16034
1995,4 star,sharjah and ajman,Egypt,2100,5831
1995,3 star ,sharjah and ajman,Egypt,0,0
1995,2 star,sharjah and ajman,Egypt,0,0
1995,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1995,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1995,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1995,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1995,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1995,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1995,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1995,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1994,5 star,abu dhabi,Egypt,7437,17778
1994,4 star,abu dhabi,Egypt,7457,29052
1994,3 star ,abu dhabi,Egypt,1518,3045
1994,2 star,abu dhabi,Egypt,0,0
1994,5 star,dubai,Egypt,5403,13946
1994,4 star,dubai,Egypt,4862,13976
1994,3 star ,dubai,Egypt,1719,3947
1994,2 star,dubai,Egypt,4184,7758
1994,5 star,sharjah and ajman,Egypt,6851,18791
1994,4 star,sharjah and ajman,Egypt,1634,10485
1994,3 star ,sharjah and ajman,Egypt,0,0
1994,2 star,sharjah and ajman,Egypt,0,0
1994,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1994,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1994,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1994,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1994,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1994,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1994,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1994,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1993,5 star,abu dhabi,Egypt,6184,20910
1993,4 star,abu dhabi,Egypt,6247,27111
1993,3 star ,abu dhabi,Egypt,1600,3145
1993,2 star,abu dhabi,Egypt,0,0
1993,5 star,dubai,Egypt,5662,14206
1993,4 star,dubai,Egypt,3735,8976
1993,3 star ,dubai,Egypt,1243,4034
1993,2 star,dubai,Egypt,3115,6043
1993,5 star,sharjah and ajman,Egypt,6809,17228
1993,4 star,sharjah and ajman,Egypt,2127,16410
1993,3 star ,sharjah and ajman,Egypt,0,0
1993,2 star,sharjah and ajman,Egypt,0,0
1993,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1993,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1993,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1993,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1993,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1993,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1993,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1993,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1992,5 star,abu dhabi,Egypt,6546,23515
1992,4 star,abu dhabi,Egypt,7214,35825
1992,3 star ,abu dhabi,Egypt,1698,2847
1992,2 star,abu dhabi,Egypt,0,0
1992,5 star,dubai,Egypt,3684,9323
1992,4 star,dubai,Egypt,2984,6703
1992,3 star ,dubai,Egypt,1189,3433
1992,2 star,dubai,Egypt,4037,6870
1992,5 star,sharjah and ajman,Egypt,7071,17353
1992,4 star,sharjah and ajman,Egypt,2688,15056
1992,3 star ,sharjah and ajman,Egypt,0,0
1992,2 star,sharjah and ajman,Egypt,0,0
1992,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1992,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1992,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1992,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1992,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1992,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1992,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1992,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1991,5 star,abu dhabi,Egypt,6174,22469
1991,4 star,abu dhabi,Egypt,6539,31046
1991,3 star ,abu dhabi,Egypt,1322,2572
1991,2 star,abu dhabi,Egypt,0,0
1991,5 star,dubai,Egypt,3390,9531
1991,4 star,dubai,Egypt,1732,3838
1991,3 star ,dubai,Egypt,604,1429
1991,2 star,dubai,Egypt,2051,3810
1991,5 star,sharjah and ajman,Egypt,6835,17603
1991,4 star,sharjah and ajman,Egypt,2106,11784
1991,3 star ,sharjah and ajman,Egypt,0,0
1991,2 star,sharjah and ajman,Egypt,0,0
1991,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1991,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1991,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1991,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1991,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1991,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1991,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1991,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1990,5 star,abu dhabi,Egypt,7384,19353
1990,4 star,abu dhabi,Egypt,5379,32965
1990,3 star ,abu dhabi,Egypt,1291,2226
1990,2 star,abu dhabi,Egypt,0,0
1990,5 star,dubai,Egypt,3184,8524
1990,4 star,dubai,Egypt,1786,4369
1990,3 star ,dubai,Egypt,984,2776
1990,2 star,dubai,Egypt,1100,2481
1990,5 star,sharjah and ajman,Egypt,6510,17772
1990,4 star,sharjah and ajman,Egypt,2087,11627
1990,3 star ,sharjah and ajman,Egypt,0,0
1990,2 star,sharjah and ajman,Egypt,0,0
1990,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1990,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1990,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1990,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1990,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1990,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1990,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1990,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1989,5 star,abu dhabi,Egypt,6819,16566
1989,4 star,abu dhabi,Egypt,4132,14436
1989,3 star ,abu dhabi,Egypt,0,0
1989,2 star,abu dhabi,Egypt,0,0
1989,5 star,dubai,Egypt,3713,13942
1989,4 star,dubai,Egypt,1617,4575
1989,3 star ,dubai,Egypt,889,2279
1989,2 star,dubai,Egypt,1228,2971
1989,5 star,sharjah and ajman,Egypt,6982,17019
1989,4 star,sharjah and ajman,Egypt,2195,10666
1989,3 star ,sharjah and ajman,Egypt,0,0
1989,2 star,sharjah and ajman,Egypt,0,0
1989,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1989,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1989,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1989,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1988,5 star,abu dhabi,Egypt,6694,14492
1988,4 star,abu dhabi,Egypt,3812,15507
1988,3 star ,abu dhabi,Egypt,0,0
1988,2 star,abu dhabi,Egypt,0,0
1988,5 star,dubai,Egypt,3649,15156
1988,4 star,dubai,Egypt,1645,4616
1988,3 star ,dubai,Egypt,703,1232
1988,2 star,dubai,Egypt,172,230
1988,5 star,sharjah and ajman,Egypt,7188,17254
1988,4 star,sharjah and ajman,Egypt,2222,11172
1988,3 star ,sharjah and ajman,Egypt,0,0
1988,2 star,sharjah and ajman,Egypt,0,0
1988,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1988,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1988,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1988,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1987,5 star,abu dhabi,Egypt,5149,10455
1987,4 star,abu dhabi,Egypt,4551,12455
1987,3 star ,abu dhabi,Egypt,0,0
1987,2 star,abu dhabi,Egypt,0,0
1987,5 star,dubai,Egypt,4403,16208
1987,4 star,dubai,Egypt,1532,3601
1987,3 star ,dubai,Egypt,681,1227
1987,2 star,dubai,Egypt,50,91
1987,5 star,sharjah and ajman,Egypt,7828,16247
1987,4 star,sharjah and ajman,Egypt,2220,12690
1987,3 star ,sharjah and ajman,Egypt,0,0
1987,2 star,sharjah and ajman,Egypt,0,0
1987,5 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1987,4 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1987,3 star , Ajman and Umm Al-Qiwain,Egypt,0,0
1987,2 star, Ajman and Umm Al-Qiwain,Egypt,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1986,5 star,abu dhabi,Egypt,3824,9545
1986,4 star,abu dhabi,Egypt,5800,12000
1986,3 star ,abu dhabi,Egypt,0,0
1986,2 star,abu dhabi,Egypt,0,0
1986,5 star,dubai,Egypt,4513,13807
1986,4 star,dubai,Egypt,1114,4133
1986,3 star ,dubai,Egypt,504,1069
1986,2 star,dubai,Egypt,31,75
1986,5 star,sharjah and ajman,Egypt,7444,14617
1986,4 star,sharjah and ajman,Egypt,2549,14001
1986,3 star ,sharjah and ajman,Egypt,0,0
1986,2 star,sharjah and ajman,Egypt,0,0
1986,5 star, Umm Al-Qiwain,Egypt,0,0
1986,4 star, Umm Al-Qiwain,Egypt,0,0
1986,3 star , Umm Al-Qiwain,Egypt,0,0
1986,2 star, Umm Al-Qiwain,Egypt,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1985,5 star,abu dhabi,Egypt,2664,10670
1985,4 star,abu dhabi,Egypt,7347,14962
1985,3 star ,abu dhabi,Egypt,0,0
1985,2 star,abu dhabi,Egypt,0,0
1985,5 star,dubai,Egypt,4781,15849
1985,4 star,dubai,Egypt,1186,3384
1985,3 star ,dubai,Egypt,371,933
1985,2 star,dubai,Egypt,71,258
1985,5 star,sharjah and ajman,Egypt,6807,13066
1985,4 star,sharjah and ajman,Egypt,2107,11303
1985,3 star ,sharjah and ajman,Egypt,0,0
1985,2 star,sharjah and ajman,Egypt,0,0
1985,5 star, Umm Al-Qiwain,Egypt,0,0
1985,4 star, Umm Al-Qiwain,Egypt,0,0
1985,3 star , Umm Al-Qiwain,Egypt,0,0
1985,2 star, Umm Al-Qiwain,Egypt,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,Egypt,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
2005,5 star,abu dhabi,Egypt,15490,42660
2005,4 star,abu dhabi,Egypt,29572,71314
2005,3 star ,abu dhabi,Egypt,1456,2482
2005,2 star,abu dhabi,Egypt,0,0
2005,5 star,dubai,Egypt,34329,73119
2005,4 star,dubai,Egypt,19884,46828
2005,3 star ,dubai,Egypt,26278,62437
2005,2 star,dubai,Egypt,8854,20258
2005,5 star,sharjah and ajman,Egypt,1976,8266
2005,4 star,sharjah and ajman,Egypt,2138,6348
2005,3 star ,sharjah and ajman,Egypt,1220,6083
2005,2 star,sharjah and ajman,Egypt,393,1423
2005,5 star, Umm Al-Qiwain,Egypt,152,173
2005,4 star, Umm Al-Qiwain,Egypt,142,569
2005,3 star , Umm Al-Qiwain,Egypt,0,0
2005,2 star, Umm Al-Qiwain,Egypt,1572,6221
2005,5 star,  Ras Al Khaima & Fujeira ,Egypt,516,1171
2005,4 star,  Ras Al Khaima & Fujeira ,Egypt,756,2064
2005,3 star ,  Ras Al Khaima & Fujeira ,Egypt,548,1209
2005,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
2004,5 star,abu dhabi,Egypt,15474,36572
2004,4 star,abu dhabi,Egypt,25680,71748
2004,3 star ,abu dhabi,Egypt,956,1743
2004,2 star,abu dhabi,Egypt,0,0
2004,5 star,dubai,Egypt,30548,69509
2004,4 star,dubai,Egypt,14817,38564
2004,3 star ,dubai,Egypt,26460,59023
2004,2 star,dubai,Egypt,7300,14612
2004,5 star,sharjah and ajman,Egypt,5338,11131
2004,4 star,sharjah and ajman,Egypt,1792,6617
2004,3 star ,sharjah and ajman,Egypt,1007,3270
2004,2 star,sharjah and ajman,Egypt,262,1253
2004,5 star, Umm Al-Qiwain,Egypt,182,358
2004,4 star, Umm Al-Qiwain,Egypt,0,0
2004,3 star , Umm Al-Qiwain,Egypt,0,0
2004,2 star, Umm Al-Qiwain,Egypt,566,3908
2004,5 star,  Ras Al Khaima & Fujeira ,Egypt,457,1052
2004,4 star,  Ras Al Khaima & Fujeira ,Egypt,708,2110
2004,3 star ,  Ras Al Khaima & Fujeira ,Egypt,269,810
2004,2 star,  Ras Al Khaima & Fujeira ,Egypt,0,0
2003,5 star,abu dhabi,Egypt,13809,37119
2003,4 star,abu dhabi,Egypt,19373,62575
2003,3 star ,abu dhabi,Egypt,611,1308
2003,2 star,abu dhabi,Egypt,0,0
2003,5 star,dubai,Egypt,26494,60641
2003,4 star,dubai,Egypt,14341,30585
2003,3 star ,dubai,Egypt,21686,45891
2003,2 star,dubai,Egypt,6913,12593
2003,5 star,sharjah and ajman,Egypt,9737,21307
2003,4 star,sharjah and ajman,Egypt,4623,13417
2003,3 star ,sharjah and ajman,Egypt,1163,3733
2003,2 star,sharjah and ajman,Egypt,281,636
2003,5 star, Umm Al-Qiwain,Egypt,285,458
2003,4 star, Umm Al-Qiwain,Egypt,183,435
2003,3 star , Umm Al-Qiwain,Egypt,0,0
2003,2 star, Umm Al-Qiwain,Egypt,205,1612
