year,class,item,emirate,nationality,value
2003,4star,nights,Ajman and Umm Al-Qiwain,Pakistan,5333
2003,3 star,guests,Ajman and Umm Al-Qiwain,Pakistan,0
2003,3 star,nights,Ajman and Umm Al-Qiwain,Pakistan,0
2003,2 star,guests,Ajman and Umm Al-Qiwain,Pakistan,213
2003,2 star,nights,Ajman and Umm Al-Qiwain,Pakistan,2269
2003,5 star,guests,Ras Al Khaima & Fujeira,Pakistan,81
2003,5 star,nights,Ras Al Khaima & Fujeira,Pakistan,181
2003,4 star,guests,Ras Al Khaima & Fujeira,Pakistan,1702
2003,4star,nights,Ras Al Khaima & Fujeira,Pakistan,2306
2003,3 star,guests,Ras Al Khaima & Fujeira,Pakistan,514
2003,3 star,nights,Ras Al Khaima & Fujeira,Pakistan,1640
2003,2 star,guests,Ras Al Khaima & Fujeira,Pakistan,0
2003,2 star,nights,Ras Al Khaima & Fujeira,Pakistan,0
2002,5 star,guests,abu dhabi,Pakistan,2901
2002,5 star,nights,abu dhabi,Pakistan,5465
2002,4 star,guests,abu dhabi,Pakistan,12065
2002,4star,nights,abu dhabi,Pakistan,24950
2002,3 star,guests,abu dhabi,Pakistan,475
2002,3 star,nights,abu dhabi,Pakistan,1113
2002,2 star,guests,abu dhabi,Pakistan,0
2002,2 star,nights,abu dhabi,Pakistan,0
2002,5 star,guests,dubai,Pakistan,20321
2002,5 star,nights,dubai,Pakistan,39697
2002,4 star,guests,dubai,Pakistan,23738
2002,4star,nights,dubai,Pakistan,44253
2002,3 star,guests,dubai,Pakistan,64272
2002,3 star,nights,dubai,Pakistan,117339
2002,2 star,guests,dubai,Pakistan,22236
2002,2 star,nights,dubai,Pakistan,44353
2002,5 star,guests,sharjah,Pakistan,1104
2002,5 star,nights,sharjah,Pakistan,4796
2002,4 star,guests,sharjah,Pakistan,2219
2002,4star,nights,sharjah,Pakistan,6132
2002,3 star,guests,sharjah,Pakistan,982
2002,3 star,nights,sharjah,Pakistan,2488
2002,2 star,guests,sharjah,Pakistan,462
2002,2 star,nights,sharjah,Pakistan,696
2002,5 star,guests,Ajman and Umm Al-Qiwain,Pakistan,155
2002,5 star,nights,Ajman and Umm Al-Qiwain,Pakistan,269
2002,4 star,guests,Ajman and Umm Al-Qiwain,Pakistan,1027
2002,4star,nights,Ajman and Umm Al-Qiwain,Pakistan,3841
2002,3 star,guests,Ajman and Umm Al-Qiwain,Pakistan,0
2002,3 star,nights,Ajman and Umm Al-Qiwain,Pakistan,0
2002,2 star,guests,Ajman and Umm Al-Qiwain,Pakistan,380
2002,2 star,nights,Ajman and Umm Al-Qiwain,Pakistan,1625
2002,5 star,guests,Ras Al Khaima & Fujeira,Pakistan,267
2002,5 star,nights,Ras Al Khaima & Fujeira,Pakistan,418
2002,4 star,guests,Ras Al Khaima & Fujeira,Pakistan,1552
2002,4star,nights,Ras Al Khaima & Fujeira,Pakistan,2515
2002,3 star,guests,Ras Al Khaima & Fujeira,Pakistan,555
2002,3 star,nights,Ras Al Khaima & Fujeira,Pakistan,1052
2002,2 star,guests,Ras Al Khaima & Fujeira,Pakistan,0
2002,2 star,nights,Ras Al Khaima & Fujeira,Pakistan,0
2001,5 star,guests,abu dhabi,Pakistan,1601
2001,5 star,nights,abu dhabi,Pakistan,3838
2001,4 star,guests,abu dhabi,Pakistan,9502
2001,4star,nights,abu dhabi,Pakistan,21897
2001,3 star,guests,abu dhabi,Pakistan,535
2001,3 star,nights,abu dhabi,Pakistan,1329
2001,2 star,guests,abu dhabi,Pakistan,0
2001,2 star,nights,abu dhabi,Pakistan,0
2001,5 star,guests,dubai,Pakistan,12563
2001,5 star,nights,dubai,Pakistan,21191
2001,4 star,guests,dubai,Pakistan,37181
2001,4star,nights,dubai,Pakistan,71790
2001,3 star,guests,dubai,Pakistan,29811
2001,3 star,nights,dubai,Pakistan,57554
2001,2 star,guests,dubai,Pakistan,17620
2001,2 star,nights,dubai,Pakistan,35321
2001,5 star,guests,sharjah,Pakistan,683
2001,5 star,nights,sharjah,Pakistan,2677
2001,4 star,guests,sharjah,Pakistan,4624
2001,4star,nights,sharjah,Pakistan,9569
2001,3 star,guests,sharjah,Pakistan,0
2001,3 star,nights,sharjah,Pakistan,0
2001,2 star,guests,sharjah,Pakistan,0
2001,2 star,nights,sharjah,Pakistan,0
2001,5 star,guests,Ajman and Umm Al-Qiwain,Pakistan,0
2001,5 star,nights,Ajman and Umm Al-Qiwain,Pakistan,0
2001,4 star,guests,Ajman and Umm Al-Qiwain,Pakistan,1306
2001,4star,nights,Ajman and Umm Al-Qiwain,Pakistan,5586
2001,3 star,guests,Ajman and Umm Al-Qiwain,Pakistan,0
2001,3 star,nights,Ajman and Umm Al-Qiwain,Pakistan,0
2001,2 star,guests,Ajman and Umm Al-Qiwain,Pakistan,0
2001,2 star,nights,Ajman and Umm Al-Qiwain,Pakistan,0
2001,5 star,guests,Ras Al Khaima & Fujeira,Pakistan,435
2001,5 star,nights,Ras Al Khaima & Fujeira,Pakistan,771
2001,4 star,guests,Ras Al Khaima & Fujeira,Pakistan,746
2001,4star,nights,Ras Al Khaima & Fujeira,Pakistan,1278
2001,3 star,guests,Ras Al Khaima & Fujeira,Pakistan,509
2001,3 star,nights,Ras Al Khaima & Fujeira,Pakistan,1134
2001,2 star,guests,Ras Al Khaima & Fujeira,Pakistan,0
2001,2 star,nights,Ras Al Khaima & Fujeira,Pakistan,0
2000,5 star,guests,abu dhabi,Pakistan,1753
2000,5 star,nights,abu dhabi,Pakistan,3983
2000,4 star,guests,abu dhabi,Pakistan,9775
2000,4star,nights,abu dhabi,Pakistan,32980
2000,3 star,guests,abu dhabi,Pakistan,894
2000,3 star,nights,abu dhabi,Pakistan,2361
2000,2 star,guests,abu dhabi,Pakistan,0
2000,2 star,nights,abu dhabi,Pakistan,0
2000,5 star,guests,dubai,Pakistan,10238
2000,5 star,nights,dubai,Pakistan,21590
2000,4 star,guests,dubai,Pakistan,35696
2000,4star,nights,dubai,Pakistan,64106
2000,3 star,guests,dubai,Pakistan,37487
2000,3 star,nights,dubai,Pakistan,78121
2000,2 star,guests,dubai,Pakistan,32288
2000,2 star,nights,dubai,Pakistan,57221
2000,5 star,guests,sharjah,Pakistan,1142
2000,5 star,nights,sharjah,Pakistan,3433
2000,4 star,guests,sharjah,Pakistan,4818
2000,4star,nights,sharjah,Pakistan,12745
2000,3 star,guests,sharjah,Pakistan,0
2000,3 star,nights,sharjah,Pakistan,0
2000,2 star,guests,sharjah,Pakistan,0
2000,2 star,nights,sharjah,Pakistan,0
1999,5 star,guests,abu dhabi,Pakistan,1775
1999,5 star,nights,abu dhabi,Pakistan,3248
1999,4 star,guests,abu dhabi,Pakistan,7899
1999,4star,nights,abu dhabi,Pakistan,32606
1999,3 star,guests,abu dhabi,Pakistan,783
1999,3 star,nights,abu dhabi,Pakistan,2494
1999,2 star,guests,abu dhabi,Pakistan,0
1999,2 star,nights,abu dhabi,Pakistan,0
1999,5 star,guests,dubai,Pakistan,28205
1999,5 star,nights,dubai,Pakistan,51789
1999,4 star,guests,dubai,Pakistan,35417
1999,4star,nights,dubai,Pakistan,64399
1999,3 star,guests,dubai,Pakistan,9516
1999,3 star,nights,dubai,Pakistan,27713
1999,2 star,guests,dubai,Pakistan,23997
1999,2 star,nights,dubai,Pakistan,40850
1999,5 star,guests,sharjah,Pakistan,1529
1999,5 star,nights,sharjah,Pakistan,2608
1999,4 star,guests,sharjah,Pakistan,4621
1999,4star,nights,sharjah,Pakistan,13277
1999,3 star,guests,sharjah,Pakistan,0
1999,3 star,nights,sharjah,Pakistan,0
1999,2 star,guests,sharjah,Pakistan,0
1999,2 star,nights,sharjah,Pakistan,0
1998,5 star,guests,abu dhabi,Pakistan,1436
1998,5 star,nights,abu dhabi,Pakistan,3223
1998,4 star,guests,abu dhabi,Pakistan,7773
1998,4star,nights,abu dhabi,Pakistan,30447
1998,3 star,guests,abu dhabi,Pakistan,1207
1998,3 star,nights,abu dhabi,Pakistan,5316
1998,2 star,guests,abu dhabi,Pakistan,0
1998,2 star,nights,abu dhabi,Pakistan,0
1998,5 star,guests,dubai,Pakistan,20482
1998,5 star,nights,dubai,Pakistan,43172
1998,4 star,guests,dubai,Pakistan,23577
1998,4star,nights,dubai,Pakistan,37708
1998,3 star,guests,dubai,Pakistan,11540
1998,3 star,nights,dubai,Pakistan,25793
1998,2 star,guests,dubai,Pakistan,27266
1998,2 star,nights,dubai,Pakistan,50249
1998,5 star,guests,sharjah,Pakistan,1188
1998,5 star,nights,sharjah,Pakistan,2249
1998,4 star,guests,sharjah,Pakistan,2102
1998,4star,nights,sharjah,Pakistan,7157
1998,3 star,guests,sharjah,Pakistan,0
1998,3 star,nights,sharjah,Pakistan,0
1998,2 star,guests,sharjah,Pakistan,0
1998,2 star,nights,sharjah,Pakistan,0
1997,5 star,guests,abu dhabi,Pakistan,1678
1997,5 star,nights,abu dhabi,Pakistan,3329
1997,4 star,guests,abu dhabi,Pakistan,6303
1997,4star,nights,abu dhabi,Pakistan,20721
1997,3 star,guests,abu dhabi,Pakistan,1585
1997,3 star,nights,abu dhabi,Pakistan,7852
1997,2 star,guests,abu dhabi,Pakistan,0
1997,2 star,nights,abu dhabi,Pakistan,0
1997,5 star,guests,dubai,Pakistan,12555
1997,5 star,nights,dubai,Pakistan,29837
1997,4 star,guests,dubai,Pakistan,22655
1997,4star,nights,dubai,Pakistan,35992
1997,3 star,guests,dubai,Pakistan,9754
1997,3 star,nights,dubai,Pakistan,25665
1997,2 star,guests,dubai,Pakistan,31282
1997,2 star,nights,dubai,Pakistan,74539
1997,5 star,guests,sharjah,Pakistan,633
1997,5 star,nights,sharjah,Pakistan,1540
1997,4 star,guests,sharjah,Pakistan,1585
1997,4star,nights,sharjah,Pakistan,6024
1997,3 star,guests,sharjah,Pakistan,0
1997,3 star,nights,sharjah,Pakistan,0
1997,2 star,guests,sharjah,Pakistan,0
1997,2 star,nights,sharjah,Pakistan,0
1996,5 star,guests,abu dhabi,Pakistan,1643
1996,5 star,nights,abu dhabi,Pakistan,3463
1996,4 star,guests,abu dhabi,Pakistan,6250
1996,4star,nights,abu dhabi,Pakistan,17863
1996,3 star,guests,abu dhabi,Pakistan,1056
1996,3 star,nights,abu dhabi,Pakistan,3333
1996,2 star,guests,abu dhabi,Pakistan,0
1996,2 star,nights,abu dhabi,Pakistan,0
1996,5 star,guests,dubai,Pakistan,17971
1996,5 star,nights,dubai,Pakistan,32078
1996,4 star,guests,dubai,Pakistan,14182
1996,4star,nights,dubai,Pakistan,25790
1996,3 star,guests,dubai,Pakistan,10744
1996,3 star,nights,dubai,Pakistan,27074
1996,2 star,guests,dubai,Pakistan,35245
1996,2 star,nights,dubai,Pakistan,72102
1996,5 star,guests,sharjah,Pakistan,1625
1996,5 star,nights,sharjah,Pakistan,4068
1996,4 star,guests,sharjah,Pakistan,2113
1996,4star,nights,sharjah,Pakistan,5895
1996,3 star,guests,sharjah,Pakistan,0
1996,3 star,nights,sharjah,Pakistan,0
1996,2 star,guests,sharjah,Pakistan,0
1996,2 star,nights,sharjah,Pakistan,0
1995,5 star,guests,abu dhabi,India,7596
1995,5 star,nights,abu dhabi,India,15041
1995,4 star,guests,abu dhabi,India,12119
1995,4star,nights,abu dhabi,India,49027
1995,3 star,guests,abu dhabi,India,1178
1995,3 star,nights,abu dhabi,India,3129
1995,2 star,guests,abu dhabi,India,0
1995,2 star,nights,abu dhabi,India,0
1995,5 star,guests,dubai,India,11454
1995,5 star,nights,dubai,India,21018
1995,4 star,guests,dubai,India,26172
1995,4star,nights,dubai,India,64729
1995,3 star,guests,dubai,India,16601
1995,3 star,nights,dubai,India,49283
1995,2 star,guests,dubai,India,37235
1995,2 star,nights,dubai,India,90593
1995,5 star,guests,sharjah,India,6760
1995,5 star,nights,sharjah,India,21629
1995,4 star,guests,sharjah,India,5869
1995,4star,nights,sharjah,India,15418
1995,3 star,guests,sharjah,India,0
1995,3 star,nights,sharjah,India,0
1995,2 star,guests,sharjah,India,0
1995,2 star,nights,sharjah,India,0
1995,5 star,guests,Ajman and Umm Al-Qiwain,India,0
1995,5 star,nights,Ajman and Umm Al-Qiwain,India,0
1995,4 star,guests,Ajman and Umm Al-Qiwain,India,0
1995,4star,nights,Ajman and Umm Al-Qiwain,India,0
1995,3 star,guests,Ajman and Umm Al-Qiwain,India,0
1995,3 star,nights,Ajman and Umm Al-Qiwain,India,0
1995,2 star,guests,Ajman and Umm Al-Qiwain,India,0
1995,2 star,nights,Ajman and Umm Al-Qiwain,India,0
1995,5 star,guests,Ras Al Khaima & Fujeira,India,0
1995,5 star,nights,Ras Al Khaima & Fujeira,India,0
1995,4 star,guests,Ras Al Khaima & Fujeira,India,0
1995,4star,nights,Ras Al Khaima & Fujeira,India,0
1995,3 star,guests,Ras Al Khaima & Fujeira,India,0
1995,3 star,nights,Ras Al Khaima & Fujeira,India,0
1995,2 star,guests,Ras Al Khaima & Fujeira,India,0
1995,2 star,nights,Ras Al Khaima & Fujeira,India,0
1994,5 star,guests,abu dhabi,India,5884
1994,5 star,nights,abu dhabi,India,11891
1994,4 star,guests,abu dhabi,India,9568
1994,4star,nights,abu dhabi,India,37354
1994,3 star,guests,abu dhabi,India,2200
1994,3 star,nights,abu dhabi,India,5091
1994,2 star,guests,abu dhabi,India,0
1994,2 star,nights,abu dhabi,India,0
1994,5 star,guests,dubai,India,8751
1994,5 star,nights,dubai,India,20461
1994,4 star,guests,dubai,India,34233
1994,4star,nights,dubai,India,83181
1994,3 star,guests,dubai,India,8886
1994,3 star,nights,dubai,India,29698
1994,2 star,guests,dubai,India,30678
1994,2 star,nights,dubai,India,75185
