year,class,item,emirate,nationality,value
1985,3 star,nights,sharjah and ajman,holand,0
1985,2 star,guests,sharjah and ajman,holand,0
1985,2 star,nights,sharjah and ajman,holand,0
1985,5 star,guests,Umm Al-Qiwain  ,holand,0
1985,5 star,nights,Umm Al-Qiwain  ,holand,0
1985,4 star,guests,Umm Al-Qiwain  ,holand,0
1985,4star,nights,Umm Al-Qiwain  ,holand,0
1985,3 star,guests,Umm Al-Qiwain  ,holand,0
1985,3 star,nights,Umm Al-Qiwain  ,holand,0
1985,2 star,guests,Umm Al-Qiwain  ,holand,0
1985,2 star,nights,Umm Al-Qiwain  ,holand,0
1985,5 star,guests, Ras Al Khaima & Fujeira,holand,0
1985,5 star,nights, Ras Al Khaima & Fujeira,holand,0
1985,4 star,guests, Ras Al Khaima & Fujeira,holand,0
1985,4star,nights, Ras Al Khaima & Fujeira,holand,0
1985,3 star,guests, Ras Al Khaima & Fujeira,holand,0
1985,3 star,nights, Ras Al Khaima & Fujeira,holand,0
1985,2 star,guests, Ras Al Khaima & Fujeira,holand,0
1985,2 star,nights, Ras Al Khaima & Fujeira,holand,0
2005,5 star,guests,abu dhabi,holand,3209
2005,5 star,nights,abu dhabi,holand,12540
2005,4 star,guests,abu dhabi,holand,3382
2005,4star,nights,abu dhabi,holand,12589
2005,3 star,guests,abu dhabi,holand,24
2005,3 star,nights,abu dhabi,holand,69
2005,2 star,guests,abu dhabi,holand,-
2005,2 star,nights,abu dhabi,holand,-
2005,5 star,guests,dubai,holand,21823
2005,5 star,nights,dubai,holand,56426
2005,4 star,guests,dubai,holand,12118
2005,4star,nights,dubai,holand,30245
2005,3 star,guests,dubai,holand,9675
2005,3 star,nights,dubai,holand,28455
2005,2 star,guests,dubai,holand,2017
2005,2 star,nights,dubai,holand,6235
2005,5 star,guests,sharjah,holand,2986
2005,5 star,nights,sharjah,holand,5594
2005,4 star,guests,sharjah,holand,431
2005,4star,nights,sharjah,holand,1211
2005,3 star,guests,sharjah,holand,260
2005,3 star,nights,sharjah,holand,2265
2005,2 star,guests,sharjah,holand,9
2005,2 star,nights,sharjah,holand,56
2005,5 star,guests,Ajman,holand,9
2005,5 star,nights,Ajman,holand,115
2005,4 star,guests,Ajman,holand,86
2005,4star,nights,Ajman,holand,119
2005,3 star,guests,Ajman,holand,-
2005,3 star,nights,Ajman,holand,-
2005,2 star,guests,Ajman,holand,9
2005,2 star,nights,Ajman,holand,24
2005,5 star,guests, Ras Al Khaima & Fujeira,holand,2439
2005,5 star,nights, Ras Al Khaima & Fujeira,holand,5719
2005,4 star,guests, Ras Al Khaima & Fujeira,holand,26
2005,4star,nights, Ras Al Khaima & Fujeira,holand,185
2005,3 star,guests, Ras Al Khaima & Fujeira,holand,57
2005,3 star,nights, Ras Al Khaima & Fujeira,holand,119
2005,2 star,guests, Ras Al Khaima & Fujeira,holand,-
2005,2 star,nights, Ras Al Khaima & Fujeira,holand,-
2004,5 star,guests,abu dhabi,holand,2850
2004,5 star,nights,abu dhabi,holand,10206
2004,4 star,guests,abu dhabi,holand,2583
2004,4star,nights,abu dhabi,holand,17057
2004,3 star,guests,abu dhabi,holand,9
2004,3 star,nights,abu dhabi,holand,11
2004,2 star,guests,abu dhabi,holand,-
2004,2 star,nights,abu dhabi,holand,-
2004,5 star,guests,dubai,holand,16126
2004,5 star,nights,dubai,holand,44662
2004,4 star,guests,dubai,holand,8542
2004,4star,nights,dubai,holand,28329
2004,3 star,guests,dubai,holand,7701
2004,3 star,nights,dubai,holand,27152
2004,2 star,guests,dubai,holand,1695
2004,2 star,nights,dubai,holand,4198
2004,5 star,guests,sharjah,holand,770
2004,5 star,nights,sharjah,holand,1307
2004,4 star,guests,sharjah,holand,847
2004,4star,nights,sharjah,holand,2301
2004,3 star,guests,sharjah,holand,328
2004,3 star,nights,sharjah,holand,2506
2004,2 star,guests,sharjah,holand,-
2004,2 star,nights,sharjah,holand,-
2004,5 star,guests,Ajman and Umm Al-Qiwain  ,holand,225
2004,5 star,nights,Ajman and Umm Al-Qiwain  ,holand,1538
2004,4 star,guests,Ajman and Umm Al-Qiwain  ,holand,-
2004,4star,nights,Ajman and Umm Al-Qiwain  ,holand,-
2004,3 star,guests,Ajman and Umm Al-Qiwain  ,holand,-
2004,3 star,nights,Ajman and Umm Al-Qiwain  ,holand,-
2004,2 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2004,2 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2004,5 star,guests, Ras Al Khaima & Fujeira,holand,798
2004,5 star,nights, Ras Al Khaima & Fujeira,holand,2141
2004,4 star,guests, Ras Al Khaima & Fujeira,holand,18
2004,4star,nights, Ras Al Khaima & Fujeira,holand,33
2004,3 star,guests, Ras Al Khaima & Fujeira,holand,23
2004,3 star,nights, Ras Al Khaima & Fujeira,holand,169
2004,2 star,guests, Ras Al Khaima & Fujeira,holand,-
2004,2 star,nights, Ras Al Khaima & Fujeira,holand,-
2003,5 star,guests,abu dhabi,holand,2849
2003,5 star,nights,abu dhabi,holand,6843
2003,4 star,guests,abu dhabi,holand,1708
2003,4star,nights,abu dhabi,holand,10461
2003,3 star,guests,abu dhabi,holand,4
2003,3 star,nights,abu dhabi,holand,4
2003,2 star,guests,abu dhabi,holand,0
2003,2 star,nights,abu dhabi,holand,0
2003,5 star,guests,dubai,holand,13223
2003,5 star,nights,dubai,holand,39255
2003,4 star,guests,dubai,holand,4925
2003,4star,nights,dubai,holand,16399
2003,3 star,guests,dubai,holand,6555
2003,3 star,nights,dubai,holand,27561
2003,2 star,guests,dubai,holand,1043
2003,2 star,nights,dubai,holand,2773
2003,5 star,guests,sharjah,holand,1268
2003,5 star,nights,sharjah,holand,3265
2003,4 star,guests,sharjah,holand,325
2003,4star,nights,sharjah,holand,781
2003,3 star,guests,sharjah,holand,185
2003,3 star,nights,sharjah,holand,1203
2003,2 star,guests,sharjah,holand,0
2003,2 star,nights,sharjah,holand,0
2003,5 star,guests,Ajman and Umm Al-Qiwain  ,holand,3643
2003,5 star,nights,Ajman and Umm Al-Qiwain  ,holand,4027
2003,4 star,guests,Ajman and Umm Al-Qiwain  ,holand,337
2003,4star,nights,Ajman and Umm Al-Qiwain  ,holand,369
2003,3 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2003,3 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2003,2 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2003,2 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2003,5 star,guests, Ras Al Khaima & Fujeira,holand,1471
2003,5 star,nights, Ras Al Khaima & Fujeira,holand,3560
2003,4 star,guests, Ras Al Khaima & Fujeira,holand,2
2003,4star,nights, Ras Al Khaima & Fujeira,holand,29
2003,3 star,guests, Ras Al Khaima & Fujeira,holand,25
2003,3 star,nights, Ras Al Khaima & Fujeira,holand,315
2003,2 star,guests, Ras Al Khaima & Fujeira,holand,0
2003,2 star,nights, Ras Al Khaima & Fujeira,holand,0
2002,5 star,guests,abu dhabi,holand,4391
2002,5 star,nights,abu dhabi,holand,8946
2002,4 star,guests,abu dhabi,holand,1807
2002,4star,nights,abu dhabi,holand,8971
2002,3 star,guests,abu dhabi,holand,6
2002,3 star,nights,abu dhabi,holand,23
2002,2 star,guests,abu dhabi,holand,0
2002,2 star,nights,abu dhabi,holand,0
2002,5 star,guests,dubai,holand,14227
2002,5 star,nights,dubai,holand,46595
2002,4 star,guests,dubai,holand,4069
2002,4star,nights,dubai,holand,12310
2002,3 star,guests,dubai,holand,4934
2002,3 star,nights,dubai,holand,14617
2002,2 star,guests,dubai,holand,1076
2002,2 star,nights,dubai,holand,2828
2002,5 star,guests,sharjah,holand,1256
2002,5 star,nights,sharjah,holand,4644
2002,4 star,guests,sharjah,holand,472
2002,4star,nights,sharjah,holand,1414
2002,3 star,guests,sharjah,holand,171
2002,3 star,nights,sharjah,holand,1335
2002,2 star,guests,sharjah,holand,1
2002,2 star,nights,sharjah,holand,3
2002,5 star,guests,Ajman and Umm Al-Qiwain  ,holand,471
2002,5 star,nights,Ajman and Umm Al-Qiwain  ,holand,858
2002,4 star,guests,Ajman and Umm Al-Qiwain  ,holand,2446
2002,4star,nights,Ajman and Umm Al-Qiwain  ,holand,2590
2002,3 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2002,3 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2002,2 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2002,2 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2002,5 star,guests, Ras Al Khaima & Fujeira,holand,1833
2002,5 star,nights, Ras Al Khaima & Fujeira,holand,3451
2002,4 star,guests, Ras Al Khaima & Fujeira,holand,13
2002,4star,nights, Ras Al Khaima & Fujeira,holand,61
2002,3 star,guests, Ras Al Khaima & Fujeira,holand,6
2002,3 star,nights, Ras Al Khaima & Fujeira,holand,22
2002,2 star,guests, Ras Al Khaima & Fujeira,holand,0
2002,2 star,nights, Ras Al Khaima & Fujeira,holand,0
2001,5 star,guests,abu dhabi,holand,7093
2001,5 star,nights,abu dhabi,holand,11572
2001,4 star,guests,abu dhabi,holand,2538
2001,4star,nights,abu dhabi,holand,11896
2001,3 star,guests,abu dhabi,holand,21
2001,3 star,nights,abu dhabi,holand,145
2001,2 star,guests,abu dhabi,holand,0
2001,2 star,nights,abu dhabi,holand,0
2001,5 star,guests,dubai,holand,10847
2001,5 star,nights,dubai,holand,40535
2001,4 star,guests,dubai,holand,3678
2001,4star,nights,dubai,holand,11968
2001,3 star,guests,dubai,holand,2026
2001,3 star,nights,dubai,holand,4722
2001,2 star,guests,dubai,holand,954
2001,2 star,nights,dubai,holand,3078
2001,5 star,guests,sharjah,holand,969
2001,5 star,nights,sharjah,holand,6033
2001,4 star,guests,sharjah,holand,326
2001,4star,nights,sharjah,holand,1605
2001,3 star,guests,sharjah,holand,0
2001,3 star,nights,sharjah,holand,0
2001,2 star,guests,sharjah,holand,0
2001,2 star,nights,sharjah,holand,0
2001,5 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2001,5 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2001,4 star,guests,Ajman and Umm Al-Qiwain  ,holand,342
2001,4star,nights,Ajman and Umm Al-Qiwain  ,holand,433
2001,3 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2001,3 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2001,2 star,guests,Ajman and Umm Al-Qiwain  ,holand,0
2001,2 star,nights,Ajman and Umm Al-Qiwain  ,holand,0
2001,5 star,guests, Ras Al Khaima & Fujeira,holand,270
2001,5 star,nights, Ras Al Khaima & Fujeira,holand,669
2001,4 star,guests, Ras Al Khaima & Fujeira,holand,44
2001,4star,nights, Ras Al Khaima & Fujeira,holand,33
2001,3 star,guests, Ras Al Khaima & Fujeira,holand,117
2001,3 star,nights, Ras Al Khaima & Fujeira,holand,216
2001,2 star,guests, Ras Al Khaima & Fujeira,holand,0
2001,2 star,nights, Ras Al Khaima & Fujeira,holand,0
2000,5 star,guests,abu dhabi,holand,7081
2000,5 star,nights,abu dhabi,holand,13451
2000,4 star,guests,abu dhabi,holand,2571
2000,4star,nights,abu dhabi,holand,11880
2000,3 star,guests,abu dhabi,holand,12
2000,3 star,nights,abu dhabi,holand,20
2000,2 star,guests,abu dhabi,holand,0
2000,2 star,nights,abu dhabi,holand,0
2000,5 star,guests,dubai,holand,8718
2000,5 star,nights,dubai,holand,31819
2000,4 star,guests,dubai,holand,3081
2000,4star,nights,dubai,holand,9431
2000,3 star,guests,dubai,holand,1624
2000,3 star,nights,dubai,holand,3691
2000,2 star,guests,dubai,holand,780
2000,2 star,nights,dubai,holand,1857
2000,5 star,guests,sharjah,holand,1439
2000,5 star,nights,sharjah,holand,6861
2000,4 star,guests,sharjah,holand,371
2000,4star,nights,sharjah,holand,1773
2000,3 star,guests,sharjah,holand,0
2000,3 star,nights,sharjah,holand,0
2000,2 star,guests,sharjah,holand,0
2000,2 star,nights,sharjah,holand,0
1999,5 star,guests,abu dhabi,holand,7385
1999,5 star,nights,abu dhabi,holand,9796
1999,4 star,guests,abu dhabi,holand,1666
1999,4star,nights,abu dhabi,holand,9647
1999,3 star,guests,abu dhabi,holand,16
1999,3 star,nights,abu dhabi,holand,40
1999,2 star,guests,abu dhabi,holand,0
1999,2 star,nights,abu dhabi,holand,0
1999,5 star,guests,dubai,holand,11104
1999,5 star,nights,dubai,holand,35614
1999,4 star,guests,dubai,holand,2004
1999,4star,nights,dubai,holand,3592
1999,3 star,guests,dubai,holand,93
1999,3 star,nights,dubai,holand,284
1999,2 star,guests,dubai,holand,367
1999,2 star,nights,dubai,holand,1081
1999,5 star,guests,sharjah,holand,1116
1999,5 star,nights,sharjah,holand,4486
1999,4 star,guests,sharjah,holand,866
1999,4star,nights,sharjah,holand,2067
1999,3 star,guests,sharjah,holand,0
1999,3 star,nights,sharjah,holand,0
1999,2 star,guests,sharjah,holand,0
1999,2 star,nights,sharjah,holand,0
1998,5 star,guests,abu dhabi,holand,7211
1998,5 star,nights,abu dhabi,holand,12626
1998,4 star,guests,abu dhabi,holand,1001
1998,4star,nights,abu dhabi,holand,7998
1998,3 star,guests,abu dhabi,holand,14
1998,3 star,nights,abu dhabi,holand,32
1998,2 star,guests,abu dhabi,holand,0
1998,2 star,nights,abu dhabi,holand,0
1998,5 star,guests,dubai,holand,9523
1998,5 star,nights,dubai,holand,24831
1998,4 star,guests,dubai,holand,1316
1998,4star,nights,dubai,holand,4461
1998,3 star,guests,dubai,holand,152
1998,3 star,nights,dubai,holand,291
1998,2 star,guests,dubai,holand,317
1998,2 star,nights,dubai,holand,653
1998,5 star,guests,sharjah,holand,503
1998,5 star,nights,sharjah,holand,2499
1998,4 star,guests,sharjah,holand,192
1998,4star,nights,sharjah,holand,552
1998,3 star,guests,sharjah,holand,0
1998,3 star,nights,sharjah,holand,0
1998,2 star,guests,sharjah,holand,0
1998,2 star,nights,sharjah,holand,0
1997,5 star,guests,abu dhabi,holand,4878
1997,5 star,nights,abu dhabi,holand,10105
1997,4 star,guests,abu dhabi,holand,1132
1997,4star,nights,abu dhabi,holand,6827
1997,3 star,guests,abu dhabi,holand,3
1997,3 star,nights,abu dhabi,holand,3
1997,2 star,guests,abu dhabi,holand,0
1997,2 star,nights,abu dhabi,holand,0
1997,5 star,guests,dubai,holand,8992
1997,5 star,nights,dubai,holand,21583
1997,4 star,guests,dubai,holand,1172
1997,4star,nights,dubai,holand,5762
1997,3 star,guests,dubai,holand,34
1997,3 star,nights,dubai,holand,139
1997,2 star,guests,dubai,holand,214
1997,2 star,nights,dubai,holand,433
1997,5 star,guests,sharjah,holand,393
1997,5 star,nights,sharjah,holand,1520
1997,4 star,guests,sharjah,holand,58
1997,4star,nights,sharjah,holand,360
1997,3 star,guests,sharjah,holand,0
1997,3 star,nights,sharjah,holand,0
1997,2 star,guests,sharjah,holand,0
1997,2 star,nights,sharjah,holand,0
1996,5 star,guests,abu dhabi,holand,3597
1996,5 star,nights,abu dhabi,holand,7995
1996,4 star,guests,abu dhabi,holand,1673
1996,4star,nights,abu dhabi,holand,6468
1996,3 star,guests,abu dhabi,holand,12
1996,3 star,nights,abu dhabi,holand,186
1996,2 star,guests,abu dhabi,holand,0
1996,2 star,nights,abu dhabi,holand,0
1996,5 star,guests,dubai,holand,11029
1996,5 star,nights,dubai,holand,31387
1996,4 star,guests,dubai,holand,754
1996,4star,nights,dubai,holand,2149
1996,3 star,guests,dubai,holand,74
1996,3 star,nights,dubai,holand,113
1996,2 star,guests,dubai,holand,111
1996,2 star,nights,dubai,holand,255
1996,5 star,guests,sharjah,holand,718
1996,5 star,nights,sharjah,holand,3400
1996,4 star,guests,sharjah,holand,124
1996,4star,nights,sharjah,holand,157
1996,3 star,guests,sharjah,holand,0
1996,3 star,nights,sharjah,holand,0
1996,2 star,guests,sharjah,holand,0
1996,2 star,nights,sharjah,holand,0
1995,5 star,guests,abu dhabi,Russia,1717
1995,5 star,nights,abu dhabi,Russia,4585
1995,4 star,guests,abu dhabi,Russia,2395
1995,4star,nights,abu dhabi,Russia,10957
1995,3 star,guests,abu dhabi,Russia,19
1995,3 star,nights,abu dhabi,Russia,162
1995,2 star,guests,abu dhabi,Russia,0
1995,2 star,nights,abu dhabi,Russia,0
1995,5 star,guests,dubai,Russia,2147
1995,5 star,nights,dubai,Russia,5454
1995,4 star,guests,dubai,Russia,386
1995,4star,nights,dubai,Russia,635
1995,3 star,guests,dubai,Russia,142
1995,3 star,nights,dubai,Russia,404
1995,2 star,guests,dubai,Russia,2832
1995,2 star,nights,dubai,Russia,16194
1995,5 star,guests,sharjah,Russia,414
1995,5 star,nights,sharjah,Russia,2001
1995,4 star,guests,sharjah,Russia,6400
1995,4star,nights,sharjah,Russia,21279
1995,3 star,guests,sharjah,Russia,0
1995,3 star,nights,sharjah,Russia,0
1995,2 star,guests,sharjah,Russia,0
1995,2 star,nights,sharjah,Russia,0
1995,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1995,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1995,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1995,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1995,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1995,3 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1995,2 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1995,2 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1995,5 star,guests, Ras Al Khaima & Fujeira,Russia,0
1995,5 star,nights, Ras Al Khaima & Fujeira,Russia,0
1995,4 star,guests, Ras Al Khaima & Fujeira,Russia,0
1995,4star,nights, Ras Al Khaima & Fujeira,Russia,0
1995,3 star,guests, Ras Al Khaima & Fujeira,Russia,0
1995,3 star,nights, Ras Al Khaima & Fujeira,Russia,0
1995,2 star,guests, Ras Al Khaima & Fujeira,Russia,0
1995,2 star,nights, Ras Al Khaima & Fujeira,Russia,0
1994,5 star,guests,abu dhabi,Russia,1234
1994,5 star,nights,abu dhabi,Russia,4721
1994,4 star,guests,abu dhabi,Russia,2607
1994,4star,nights,abu dhabi,Russia,7058
1994,3 star,guests,abu dhabi,Russia,15
1994,3 star,nights,abu dhabi,Russia,222
1994,2 star,guests,abu dhabi,Russia,0
1994,2 star,nights,abu dhabi,Russia,0
1994,5 star,guests,dubai,Russia,1525
1994,5 star,nights,dubai,Russia,5014
1994,4 star,guests,dubai,Russia,416
1994,4star,nights,dubai,Russia,657
1994,3 star,guests,dubai,Russia,75
1994,3 star,nights,dubai,Russia,252
1994,2 star,guests,dubai,Russia,1969
1994,2 star,nights,dubai,Russia,12860
1994,5 star,guests,sharjah,Russia,1410
1994,5 star,nights,sharjah,Russia,5897
1994,4 star,guests,sharjah,Russia,21
1994,4star,nights,sharjah,Russia,231
1994,3 star,guests,sharjah,Russia,0
1994,3 star,nights,sharjah,Russia,0
1994,2 star,guests,sharjah,Russia,0
1994,2 star,nights,sharjah,Russia,0
1994,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1994,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1994,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1994,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1994,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1994,3 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1994,2 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1994,2 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1994,5 star,guests, Ras Al Khaima & Fujeira,Russia,0
1994,5 star,nights, Ras Al Khaima & Fujeira,Russia,0
1994,4 star,guests, Ras Al Khaima & Fujeira,Russia,0
1994,4star,nights, Ras Al Khaima & Fujeira,Russia,0
1994,3 star,guests, Ras Al Khaima & Fujeira,Russia,0
1994,3 star,nights, Ras Al Khaima & Fujeira,Russia,0
1994,2 star,guests, Ras Al Khaima & Fujeira,Russia,0
1994,2 star,nights, Ras Al Khaima & Fujeira,Russia,0
1993,5 star,guests,abu dhabi,Russia,609
1993,5 star,nights,abu dhabi,Russia,2428
1993,4 star,guests,abu dhabi,Russia,814
1993,4star,nights,abu dhabi,Russia,3440
1993,3 star,guests,abu dhabi,Russia,0
1993,3 star,nights,abu dhabi,Russia,0
1993,2 star,guests,abu dhabi,Russia,0
1993,2 star,nights,abu dhabi,Russia,0
1993,5 star,guests,dubai,Russia,2510
1993,5 star,nights,dubai,Russia,6463
1993,4 star,guests,dubai,Russia,308
1993,4star,nights,dubai,Russia,981
1993,3 star,guests,dubai,Russia,239
1993,3 star,nights,dubai,Russia,1216
1993,2 star,guests,dubai,Russia,108
1993,2 star,nights,dubai,Russia,234
1993,5 star,guests,sharjah,Russia,176
1993,5 star,nights,sharjah,Russia,690
1993,4 star,guests,sharjah,Russia,46
1993,4star,nights,sharjah,Russia,658
1993,3 star,guests,sharjah,Russia,0
1993,3 star,nights,sharjah,Russia,0
1993,2 star,guests,sharjah,Russia,0
1993,2 star,nights,sharjah,Russia,0
1993,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1993,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1993,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1993,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1993,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1993,3 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1993,2 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1993,2 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1993,5 star,guests, Ras Al Khaima & Fujeira,Russia,0
1993,5 star,nights, Ras Al Khaima & Fujeira,Russia,0
1993,4 star,guests, Ras Al Khaima & Fujeira,Russia,0
1993,4star,nights, Ras Al Khaima & Fujeira,Russia,0
1993,3 star,guests, Ras Al Khaima & Fujeira,Russia,0
1993,3 star,nights, Ras Al Khaima & Fujeira,Russia,0
1993,2 star,guests, Ras Al Khaima & Fujeira,Russia,0
1993,2 star,nights, Ras Al Khaima & Fujeira,Russia,0
1992,5 star,guests,abu dhabi,Russia,550
1992,5 star,nights,abu dhabi,Russia,2232
1992,4 star,guests,abu dhabi,Russia,342
1992,4star,nights,abu dhabi,Russia,3497
1992,3 star,guests,abu dhabi,Russia,5
1992,3 star,nights,abu dhabi,Russia,29
1992,2 star,guests,abu dhabi,Russia,0
1992,2 star,nights,abu dhabi,Russia,0
1992,5 star,guests,dubai,Russia,2784
1992,5 star,nights,dubai,Russia,5757
1992,4 star,guests,dubai,Russia,240
1992,4star,nights,dubai,Russia,834
1992,3 star,guests,dubai,Russia,135
1992,3 star,nights,dubai,Russia,285
1992,2 star,guests,dubai,Russia,13
1992,2 star,nights,dubai,Russia,23
1992,5 star,guests,sharjah,Russia,101
1992,5 star,nights,sharjah,Russia,450
1992,4 star,guests,sharjah,Russia,20
1992,4star,nights,sharjah,Russia,403
1992,3 star,guests,sharjah,Russia,0
1992,3 star,nights,sharjah,Russia,0
1992,2 star,guests,sharjah,Russia,0
1992,2 star,nights,sharjah,Russia,0
1992,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1992,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1992,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1992,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1992,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1992,3 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1992,2 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1992,2 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1992,5 star,guests, Ras Al Khaima & Fujeira,Russia,0
1992,5 star,nights, Ras Al Khaima & Fujeira,Russia,0
1992,4 star,guests, Ras Al Khaima & Fujeira,Russia,0
1992,4star,nights, Ras Al Khaima & Fujeira,Russia,0
1992,3 star,guests, Ras Al Khaima & Fujeira,Russia,0
1992,3 star,nights, Ras Al Khaima & Fujeira,Russia,0
1992,2 star,guests, Ras Al Khaima & Fujeira,Russia,0
1992,2 star,nights, Ras Al Khaima & Fujeira,Russia,0
1991,5 star,guests,abu dhabi,Russia,425
1991,5 star,nights,abu dhabi,Russia,1210
1991,4 star,guests,abu dhabi,Russia,212
1991,4star,nights,abu dhabi,Russia,1660
1991,3 star,guests,abu dhabi,Russia,4
1991,3 star,nights,abu dhabi,Russia,14
1991,2 star,guests,abu dhabi,Russia,0
1991,2 star,nights,abu dhabi,Russia,0
1991,5 star,guests,dubai,Russia,2336
1991,5 star,nights,dubai,Russia,5090
1991,4 star,guests,dubai,Russia,59
1991,4star,nights,dubai,Russia,321
1991,3 star,guests,dubai,Russia,12
1991,3 star,nights,dubai,Russia,12
1991,2 star,guests,dubai,Russia,53
1991,2 star,nights,dubai,Russia,74
1991,5 star,guests,sharjah,Russia,91
1991,5 star,nights,sharjah,Russia,282
1991,4 star,guests,sharjah,Russia,36
1991,4star,nights,sharjah,Russia,77
1991,3 star,guests,sharjah,Russia,0
1991,3 star,nights,sharjah,Russia,0
1991,2 star,guests,sharjah,Russia,0
1991,2 star,nights,sharjah,Russia,0
1991,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1991,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1991,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1991,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1991,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1991,3 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1991,2 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1991,2 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1991,5 star,guests, Ras Al Khaima & Fujeira,Russia,0
1991,5 star,nights, Ras Al Khaima & Fujeira,Russia,0
1991,4 star,guests, Ras Al Khaima & Fujeira,Russia,0
1991,4star,nights, Ras Al Khaima & Fujeira,Russia,0
1991,3 star,guests, Ras Al Khaima & Fujeira,Russia,0
1991,3 star,nights, Ras Al Khaima & Fujeira,Russia,0
1991,2 star,guests, Ras Al Khaima & Fujeira,Russia,0
1991,2 star,nights, Ras Al Khaima & Fujeira,Russia,0
1990,5 star,guests,abu dhabi,Russia,745
1990,5 star,nights,abu dhabi,Russia,2286
1990,4 star,guests,abu dhabi,Russia,256
1990,4star,nights,abu dhabi,Russia,2398
1990,3 star,guests,abu dhabi,Russia,1
1990,3 star,nights,abu dhabi,Russia,1
1990,2 star,guests,abu dhabi,Russia,0
1990,2 star,nights,abu dhabi,Russia,0
1990,5 star,guests,dubai,Russia,1117
1990,5 star,nights,dubai,Russia,3452
1990,4 star,guests,dubai,Russia,170
1990,4star,nights,dubai,Russia,344
1990,3 star,guests,dubai,Russia,24
1990,3 star,nights,dubai,Russia,51
1990,2 star,guests,dubai,Russia,0
1990,2 star,nights,dubai,Russia,0
1990,5 star,guests,sharjah,Russia,94
1990,5 star,nights,sharjah,Russia,455
1990,4 star,guests,sharjah,Russia,53
1990,4star,nights,sharjah,Russia,254
1990,3 star,guests,sharjah,Russia,0
1990,3 star,nights,sharjah,Russia,0
1990,2 star,guests,sharjah,Russia,0
1990,2 star,nights,sharjah,Russia,0
1990,5 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1990,5 star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1990,4 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
1990,4star,nights,Ajman and Umm Al-Qiwain  ,Russia,0
1990,3 star,guests,Ajman and Umm Al-Qiwain  ,Russia,0
