year,class,item,emirate,nationality,value
2001,2 star,nights,sharjah,germany,0
2001,5 star,guests,Ajman and Umm Al-Qiwain  ,germany,0
2001,5 star,nights,Ajman and Umm Al-Qiwain  ,germany,0
2001,4 star,guests,Ajman and Umm Al-Qiwain  ,germany,522
2001,4star,nights,Ajman and Umm Al-Qiwain  ,germany,911
2001,3 star,guests,Ajman and Umm Al-Qiwain  ,germany,0
2001,3 star,nights,Ajman and Umm Al-Qiwain  ,germany,0
2001,2 star,guests,Ajman and Umm Al-Qiwain  ,germany,0
2001,2 star,nights,Ajman and Umm Al-Qiwain  ,germany,0
2001,5 star,guests, Ras Al Khaima & Fujeira,germany,3684
2001,5 star,nights, Ras Al Khaima & Fujeira,germany,12007
2001,4 star,guests, Ras Al Khaima & Fujeira,germany,1960
2001,4star,nights, Ras Al Khaima & Fujeira,germany,11793
2001,3 star,guests, Ras Al Khaima & Fujeira,germany,382
2001,3 star,nights, Ras Al Khaima & Fujeira,germany,630
2001,2 star,guests, Ras Al Khaima & Fujeira,germany,0
2001,2 star,nights, Ras Al Khaima & Fujeira,germany,0
2000,5 star,guests,abu dhabi,germany,22522
2000,5 star,nights,abu dhabi,germany,67152
2000,4 star,guests,abu dhabi,germany,7159
2000,4star,nights,abu dhabi,germany,43905
2000,3 star,guests,abu dhabi,germany,194
2000,3 star,nights,abu dhabi,germany,570
2000,2 star,guests,abu dhabi,germany,0
2000,2 star,nights,abu dhabi,germany,0
2000,5 star,guests,dubai,germany,84679
2000,5 star,nights,dubai,germany,327475
2000,4 star,guests,dubai,germany,26414
2000,4star,nights,dubai,germany,109244
2000,3 star,guests,dubai,germany,12901
2000,3 star,nights,dubai,germany,30155
2000,2 star,guests,dubai,germany,371
2000,2 star,nights,dubai,germany,990
2000,5 star,guests,sharjah,germany,11191
2000,5 star,nights,sharjah,germany,94528
2000,4 star,guests,sharjah,germany,936
2000,4star,nights,sharjah,germany,8587
2000,3 star,guests,sharjah,germany,0
2000,3 star,nights,sharjah,germany,0
2000,2 star,guests,sharjah,germany,0
2000,2 star,nights,sharjah,germany,0
1999,5 star,guests,abu dhabi,germany,25410
1999,5 star,nights,abu dhabi,germany,48594
1999,4 star,guests,abu dhabi,germany,7332
1999,4star,nights,abu dhabi,germany,45456
1999,3 star,guests,abu dhabi,germany,271
1999,3 star,nights,abu dhabi,germany,1180
1999,2 star,guests,abu dhabi,germany,0
1999,2 star,nights,abu dhabi,germany,0
1999,5 star,guests,dubai,germany,95818
1999,5 star,nights,dubai,germany,305000
1999,4 star,guests,dubai,germany,9298
1999,4star,nights,dubai,germany,21090
1999,3 star,guests,dubai,germany,358
1999,3 star,nights,dubai,germany,1199
1999,2 star,guests,dubai,germany,124
1999,2 star,nights,dubai,germany,397
1999,5 star,guests,sharjah,germany,6272
1999,5 star,nights,sharjah,germany,45719
1999,4 star,guests,sharjah,germany,686
1999,4star,nights,sharjah,germany,4617
1999,3 star,guests,sharjah,germany,0
1999,3 star,nights,sharjah,germany,0
1999,2 star,guests,sharjah,germany,0
1999,2 star,nights,sharjah,germany,0
1998,5 star,guests,abu dhabi,germany,15338
1998,5 star,nights,abu dhabi,germany,50922
1998,4 star,guests,abu dhabi,germany,6513
1998,4star,nights,abu dhabi,germany,46948
1998,3 star,guests,abu dhabi,germany,159
1998,3 star,nights,abu dhabi,germany,414
1998,2 star,guests,abu dhabi,germany,0
1998,2 star,nights,abu dhabi,germany,0
1998,5 star,guests,dubai,germany,59015
1998,5 star,nights,dubai,germany,206739
1998,4 star,guests,dubai,germany,7178
1998,4star,nights,dubai,germany,14818
1998,3 star,guests,dubai,germany,2222
1998,3 star,nights,dubai,germany,3248
1998,2 star,guests,dubai,germany,377
1998,2 star,nights,dubai,germany,821
1998,5 star,guests,sharjah,germany,7456
1998,5 star,nights,sharjah,germany,36145
1998,4 star,guests,sharjah,germany,961
1998,4star,nights,sharjah,germany,2789
1998,3 star,guests,sharjah,germany,0
1998,3 star,nights,sharjah,germany,0
1998,2 star,guests,sharjah,germany,0
1998,2 star,nights,sharjah,germany,0
1997,5 star,guests,abu dhabi,germany,15940
1997,5 star,nights,abu dhabi,germany,60079
1997,4 star,guests,abu dhabi,germany,6659
1997,4star,nights,abu dhabi,germany,43510
1997,3 star,guests,abu dhabi,germany,163
1997,3 star,nights,abu dhabi,germany,443
1997,2 star,guests,abu dhabi,germany,0
1997,2 star,nights,abu dhabi,germany,0
1997,5 star,guests,dubai,germany,27556
1997,5 star,nights,dubai,germany,115256
1997,4 star,guests,dubai,germany,4100
1997,4star,nights,dubai,germany,8464
1997,3 star,guests,dubai,germany,912
1997,3 star,nights,dubai,germany,2125
1997,2 star,guests,dubai,germany,474
1997,2 star,nights,dubai,germany,772
1997,5 star,guests,sharjah,germany,6507
1997,5 star,nights,sharjah,germany,44747
1997,4 star,guests,sharjah,germany,314
1997,4star,nights,sharjah,germany,1760
1997,3 star,guests,sharjah,germany,0
1997,3 star,nights,sharjah,germany,0
1997,2 star,guests,sharjah,germany,0
1997,2 star,nights,sharjah,germany,0
1996,5 star,guests,abu dhabi,germany,17284
1996,5 star,nights,abu dhabi,germany,70453
1996,4 star,guests,abu dhabi,germany,8371
1996,4star,nights,abu dhabi,germany,40091
1996,3 star,guests,abu dhabi,germany,37
1996,3 star,nights,abu dhabi,germany,49
1996,2 star,guests,abu dhabi,germany,0
1996,2 star,nights,abu dhabi,germany,0
1996,5 star,guests,dubai,germany,40986
1996,5 star,nights,dubai,germany,154875
1996,4 star,guests,dubai,germany,2740
1996,4star,nights,dubai,germany,6666
1996,3 star,guests,dubai,germany,559
1996,3 star,nights,dubai,germany,1086
1996,2 star,guests,dubai,germany,187
1996,2 star,nights,dubai,germany,469
1996,5 star,guests,sharjah,germany,12097
1996,5 star,nights,sharjah,germany,49253
1996,4 star,guests,sharjah,germany,271
1996,4star,nights,sharjah,germany,1444
1996,3 star,guests,sharjah,germany,0
1996,3 star,nights,sharjah,germany,0
1996,2 star,guests,sharjah,germany,0
1996,2 star,nights,sharjah,germany,0
1995,5 star,guests,abu dhabi,Other  Europian countries,17266
1995,5 star,nights,abu dhabi,Other  Europian countries,44394
1995,4 star,guests,abu dhabi,Other  Europian countries,11732
1995,4star,nights,abu dhabi,Other  Europian countries,74310
1995,3 star,guests,abu dhabi,Other  Europian countries,233
1995,3 star,nights,abu dhabi,Other  Europian countries,1638
1995,2 star,guests,abu dhabi,Other  Europian countries,0
1995,2 star,nights,abu dhabi,Other  Europian countries,0
1995,5 star,guests,dubai,Other  Europian countries,108411
1995,5 star,nights,dubai,Other  Europian countries,269300
1995,4 star,guests,dubai,Other  Europian countries,52368
1995,4star,nights,dubai,Other  Europian countries,234791
1995,3 star,guests,dubai,Other  Europian countries,103706
1995,3 star,nights,dubai,Other  Europian countries,389817
1995,2 star,guests,dubai,Other  Europian countries,107614
1995,2 star,nights,dubai,Other  Europian countries,380164
1995,5 star,guests,sharjah,Other  Europian countries,28531
1995,5 star,nights,sharjah,Other  Europian countries,158347
1995,4 star,guests,sharjah,Other  Europian countries,38765
1995,4star,nights,sharjah,Other  Europian countries,178938
1995,3 star,guests,sharjah,Other  Europian countries,0
1995,3 star,nights,sharjah,Other  Europian countries,0
1995,2 star,guests,sharjah,Other  Europian countries,0
1995,2 star,nights,sharjah,Other  Europian countries,0
1995,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1995,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1995,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,5 star,guests,abu dhabi,Other  Europian countries,13250
1994,5 star,nights,abu dhabi,Other  Europian countries,39944
1994,4 star,guests,abu dhabi,Other  Europian countries,10361
1994,4star,nights,abu dhabi,Other  Europian countries,53957
1994,3 star,guests,abu dhabi,Other  Europian countries,182
1994,3 star,nights,abu dhabi,Other  Europian countries,1512
1994,2 star,guests,abu dhabi,Other  Europian countries,0
1994,2 star,nights,abu dhabi,Other  Europian countries,0
1994,5 star,guests,dubai,Other  Europian countries,74757
1994,5 star,nights,dubai,Other  Europian countries,244376
1994,4 star,guests,dubai,Other  Europian countries,52329
1994,4star,nights,dubai,Other  Europian countries,200352
1994,3 star,guests,dubai,Other  Europian countries,54503
1994,3 star,nights,dubai,Other  Europian countries,250985
1994,2 star,guests,dubai,Other  Europian countries,75106
1994,2 star,nights,dubai,Other  Europian countries,301772
1994,5 star,guests,sharjah,Other  Europian countries,33687
1994,5 star,nights,sharjah,Other  Europian countries,151362
1994,4 star,guests,sharjah,Other  Europian countries,45840
1994,4star,nights,sharjah,Other  Europian countries,169394
1994,3 star,guests,sharjah,Other  Europian countries,0
1994,3 star,nights,sharjah,Other  Europian countries,0
1994,2 star,guests,sharjah,Other  Europian countries,0
1994,2 star,nights,sharjah,Other  Europian countries,0
1994,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1994,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1994,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,5 star,guests,abu dhabi,Other  Europian countries,8037
1993,5 star,nights,abu dhabi,Other  Europian countries,28725
1993,4 star,guests,abu dhabi,Other  Europian countries,9985
1993,4star,nights,abu dhabi,Other  Europian countries,48585
1993,3 star,guests,abu dhabi,Other  Europian countries,265
1993,3 star,nights,abu dhabi,Other  Europian countries,1638
1993,2 star,guests,abu dhabi,Other  Europian countries,0
1993,2 star,nights,abu dhabi,Other  Europian countries,0
1993,5 star,guests,dubai,Other  Europian countries,62109
1993,5 star,nights,dubai,Other  Europian countries,202913
1993,4 star,guests,dubai,Other  Europian countries,39819
1993,4star,nights,dubai,Other  Europian countries,108100
1993,3 star,guests,dubai,Other  Europian countries,47269
1993,3 star,nights,dubai,Other  Europian countries,190414
1993,2 star,guests,dubai,Other  Europian countries,16069
1993,2 star,nights,dubai,Other  Europian countries,74178
1993,5 star,guests,sharjah,Other  Europian countries,28323
1993,5 star,nights,sharjah,Other  Europian countries,118659
1993,4 star,guests,sharjah,Other  Europian countries,29443
1993,4star,nights,sharjah,Other  Europian countries,107345
1993,3 star,guests,sharjah,Other  Europian countries,0
1993,3 star,nights,sharjah,Other  Europian countries,0
1993,2 star,guests,sharjah,Other  Europian countries,0
1993,2 star,nights,sharjah,Other  Europian countries,0
1993,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1993,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1993,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,5 star,guests,abu dhabi,Other  Europian countries,7568
1992,5 star,nights,abu dhabi,Other  Europian countries,23777
1992,4 star,guests,abu dhabi,Other  Europian countries,8129
1992,4star,nights,abu dhabi,Other  Europian countries,43680
1992,3 star,guests,abu dhabi,Other  Europian countries,269
1992,3 star,nights,abu dhabi,Other  Europian countries,857
1992,2 star,guests,abu dhabi,Other  Europian countries,0
1992,2 star,nights,abu dhabi,Other  Europian countries,0
1992,5 star,guests,dubai,Other  Europian countries,51103
1992,5 star,nights,dubai,Other  Europian countries,175487
1992,4 star,guests,dubai,Other  Europian countries,20892
1992,4star,nights,dubai,Other  Europian countries,56432
1992,3 star,guests,dubai,Other  Europian countries,3168
1992,3 star,nights,dubai,Other  Europian countries,15948
1992,2 star,guests,dubai,Other  Europian countries,1009
1992,2 star,nights,dubai,Other  Europian countries,2849
1992,5 star,guests,sharjah,Other  Europian countries,17949
1992,5 star,nights,sharjah,Other  Europian countries,75947
1992,4 star,guests,sharjah,Other  Europian countries,13116
1992,4star,nights,sharjah,Other  Europian countries,58464
1992,3 star,guests,sharjah,Other  Europian countries,0
1992,3 star,nights,sharjah,Other  Europian countries,0
1992,2 star,guests,sharjah,Other  Europian countries,0
1992,2 star,nights,sharjah,Other  Europian countries,0
1992,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1992,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1992,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,5 star,guests,abu dhabi,Other  Europian countries,6255
1991,5 star,nights,abu dhabi,Other  Europian countries,18538
1991,4 star,guests,abu dhabi,Other  Europian countries,7054
1991,4star,nights,abu dhabi,Other  Europian countries,38346
1991,3 star,guests,abu dhabi,Other  Europian countries,104
1991,3 star,nights,abu dhabi,Other  Europian countries,539
1991,2 star,guests,abu dhabi,Other  Europian countries,0
1991,2 star,nights,abu dhabi,Other  Europian countries,0
1991,5 star,guests,dubai,Other  Europian countries,39881
1991,5 star,nights,dubai,Other  Europian countries,125581
1991,4 star,guests,dubai,Other  Europian countries,13970
1991,4star,nights,dubai,Other  Europian countries,33952
1991,3 star,guests,dubai,Other  Europian countries,903
1991,3 star,nights,dubai,Other  Europian countries,1879
1991,2 star,guests,dubai,Other  Europian countries,468
1991,2 star,nights,dubai,Other  Europian countries,1105
1991,5 star,guests,sharjah,Other  Europian countries,9557
1991,5 star,nights,sharjah,Other  Europian countries,35472
1991,4 star,guests,sharjah,Other  Europian countries,2127
1991,4star,nights,sharjah,Other  Europian countries,12878
1991,3 star,guests,sharjah,Other  Europian countries,0
1991,3 star,nights,sharjah,Other  Europian countries,0
1991,2 star,guests,sharjah,Other  Europian countries,0
1991,2 star,nights,sharjah,Other  Europian countries,0
1991,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1991,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1991,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,5 star,guests,abu dhabi,Other  Europian countries,7980
1990,5 star,nights,abu dhabi,Other  Europian countries,40821
1990,4 star,guests,abu dhabi,Other  Europian countries,7090
1990,4star,nights,abu dhabi,Other  Europian countries,34282
1990,3 star,guests,abu dhabi,Other  Europian countries,145
1990,3 star,nights,abu dhabi,Other  Europian countries,422
1990,2 star,guests,abu dhabi,Other  Europian countries,0
1990,2 star,nights,abu dhabi,Other  Europian countries,0
1990,5 star,guests,dubai,Other  Europian countries,40487
1990,5 star,nights,dubai,Other  Europian countries,133350
1990,4 star,guests,dubai,Other  Europian countries,13067
1990,4star,nights,dubai,Other  Europian countries,26288
1990,3 star,guests,dubai,Other  Europian countries,851
1990,3 star,nights,dubai,Other  Europian countries,1497
1990,2 star,guests,dubai,Other  Europian countries,87
1990,2 star,nights,dubai,Other  Europian countries,313
1990,5 star,guests,sharjah,Other  Europian countries,10345
1990,5 star,nights,sharjah,Other  Europian countries,47526
1990,4 star,guests,sharjah,Other  Europian countries,2117
1990,4star,nights,sharjah,Other  Europian countries,16544
1990,3 star,guests,sharjah,Other  Europian countries,0
1990,3 star,nights,sharjah,Other  Europian countries,0
1990,2 star,guests,sharjah,Other  Europian countries,0
1990,2 star,nights,sharjah,Other  Europian countries,0
1990,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1990,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1990,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,5 star,guests,abu dhabi,Other  Europian countries,8631
1998,5 star,nights,abu dhabi,Other  Europian countries,30972
1998,4 star,guests,abu dhabi,Other  Europian countries,5244
1998,4star,nights,abu dhabi,Other  Europian countries,25203
1998,3 star,guests,abu dhabi,Other  Europian countries,0
1998,3 star,nights,abu dhabi,Other  Europian countries,0
1998,2 star,guests,abu dhabi,Other  Europian countries,0
1998,2 star,nights,abu dhabi,Other  Europian countries,0
1998,5 star,guests,dubai,Other  Europian countries,41804
1998,5 star,nights,dubai,Other  Europian countries,159929
1998,4 star,guests,dubai,Other  Europian countries,10811
1998,4star,nights,dubai,Other  Europian countries,28025
1998,3 star,guests,dubai,Other  Europian countries,582
1998,3 star,nights,dubai,Other  Europian countries,1020
1998,2 star,guests,dubai,Other  Europian countries,48
1998,2 star,nights,dubai,Other  Europian countries,135
1998,5 star,guests,sharjah,Other  Europian countries,15134
1998,5 star,nights,sharjah,Other  Europian countries,72292
1998,4 star,guests,sharjah,Other  Europian countries,1676
1998,4star,nights,sharjah,Other  Europian countries,17857
1998,3 star,guests,sharjah,Other  Europian countries,0
1998,3 star,nights,sharjah,Other  Europian countries,0
1998,2 star,guests,sharjah,Other  Europian countries,0
1998,2 star,nights,sharjah,Other  Europian countries,0
1998,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1998,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1998,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,5 star,guests,abu dhabi,Other  Europian countries,10799
1988,5 star,nights,abu dhabi,Other  Europian countries,29301
1988,4 star,guests,abu dhabi,Other  Europian countries,7912
1988,4star,nights,abu dhabi,Other  Europian countries,23356
1988,3 star,guests,abu dhabi,Other  Europian countries,0
1988,3 star,nights,abu dhabi,Other  Europian countries,0
1988,2 star,guests,abu dhabi,Other  Europian countries,0
1988,2 star,nights,abu dhabi,Other  Europian countries,0
1988,5 star,guests,dubai,Other  Europian countries,42058
1988,5 star,nights,dubai,Other  Europian countries,158445
1988,4 star,guests,dubai,Other  Europian countries,10607
1988,4star,nights,dubai,Other  Europian countries,24729
1988,3 star,guests,dubai,Other  Europian countries,22
1988,3 star,nights,dubai,Other  Europian countries,56
1988,2 star,guests,dubai,Other  Europian countries,0
1988,2 star,nights,dubai,Other  Europian countries,0
1988,5 star,guests,sharjah,Other  Europian countries,11376
1988,5 star,nights,sharjah,Other  Europian countries,48580
1988,4 star,guests,sharjah,Other  Europian countries,1740
1988,4star,nights,sharjah,Other  Europian countries,14161
1988,3 star,guests,sharjah,Other  Europian countries,0
1988,3 star,nights,sharjah,Other  Europian countries,0
1988,2 star,guests,sharjah,Other  Europian countries,0
1988,2 star,nights,sharjah,Other  Europian countries,0
1988,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,2 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,2 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1988,5 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,5 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,4 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,4star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,3 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,3 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,2 star,guests, Ras Al Khaima & Fujeira,Other  Europian countries,0
1988,2 star,nights, Ras Al Khaima & Fujeira,Other  Europian countries,0
1987,5 star,guests,abu dhabi,Other  Europian countries,5440
1987,5 star,nights,abu dhabi,Other  Europian countries,19961
1987,4 star,guests,abu dhabi,Other  Europian countries,4883
1987,4star,nights,abu dhabi,Other  Europian countries,16126
1987,3 star,guests,abu dhabi,Other  Europian countries,0
1987,3 star,nights,abu dhabi,Other  Europian countries,0
1987,2 star,guests,abu dhabi,Other  Europian countries,0
1987,2 star,nights,abu dhabi,Other  Europian countries,0
1987,5 star,guests,dubai,Other  Europian countries,39228
1987,5 star,nights,dubai,Other  Europian countries,145247
1987,4 star,guests,dubai,Other  Europian countries,10334
1987,4star,nights,dubai,Other  Europian countries,25394
1987,3 star,guests,dubai,Other  Europian countries,24
1987,3 star,nights,dubai,Other  Europian countries,82
1987,2 star,guests,dubai,Other  Europian countries,0
1987,2 star,nights,dubai,Other  Europian countries,5
1987,5 star,guests,sharjah,Other  Europian countries,6095
1987,5 star,nights,sharjah,Other  Europian countries,21626
1987,4 star,guests,sharjah,Other  Europian countries,1227
1987,4star,nights,sharjah,Other  Europian countries,10610
1987,3 star,guests,sharjah,Other  Europian countries,0
1987,3 star,nights,sharjah,Other  Europian countries,0
1987,2 star,guests,sharjah,Other  Europian countries,0
1987,2 star,nights,sharjah,Other  Europian countries,0
1987,5 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1987,5 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1987,4 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1987,4star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1987,3 star,guests,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
1987,3 star,nights,Ajman and Umm Al-Qiwain  ,Other  Europian countries,0
